OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Macaca,seq_Gorilla,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Macaca,tree_Gorilla,tree_V2,tree_V5,tree_V7,tree_V9,tree_root,is_gappy
302752,168,168,175,171,171,171,168,171,171,171,168,0.01355,0.01754,0.00601,0.0001,0.00628,0.0001,0.02557,0.0001,0.00576,0.03134,0,1
303017,962,961,963,963,855,963,961,963,963,961,961,0.01132,0.00763,0.0001,0.00522,0.00487,0.00418,0.03416,0.00104,0.00227,0.03695,0,1
303019,452,452,447,447,447,447,452,447,447,447,452,0.01354,0.03458,0.00224,0.00449,0.02071,0.00225,0.127,0.0045,0.02338,0.1292,0,1
303221,169,159,159,159,159,158,159,159,159,159,159,0.10874,0.03901,0.00626,0.0001,0.01746,0.00573,0.25101,0.00728,0.03492,0.31128,0,1
303415,970,971,971,971,971,971,971,971,971,971,971,0.03874,0.02963,0.00207,0.00207,0.0037,0.00833,0.04903,0.00102,0.00148,0.07795,0,1
303677,817,818,822,822,823,789,817,822,822,822,817,0.00582,0.0029,0.0001,0.0001,0.00206,0.00383,0.03128,0.00179,0.00243,0.03084,0,1
303943,191,188,213,213,215,213,191,213,213,215,191,0.15065,0.12287,0.00469,0.0189,0.03614,0.00939,0.3472,0.0001,0.04334,0.4356,0,1
304355,279,279,282,282,282,282,279,282,282,282,279,0.018,0.02985,0.00358,0.0001,0.02109,0.004,0.07084,0.00318,0.01592,0.078,0,1
304544,887,887,888,888,888,890,887,888,888,888,887,0.00922,0.01796,0.00226,0.00113,0.00492,0.00113,0.0236,0.0001,0.00428,0.03501,0,1
304787,370,370,368,368,368,368,370,368,368,368,368,0.00882,0.02158,0.04402,0.00275,0.00384,0.0001,0.05492,0.0001,0.00744,0.02503,0,1
304956,301,300,269,269,276,301,301,269,269,272,301,0.19045,0.09051,0.0001,0.00775,0.03208,0.01893,0.39202,0.0128,0.06048,0.50144,0,1
305020,251,261,273,273,273,258,251,273,273,273,251,0.06304,0.0855,0.0001,0.0149,0.00594,0.0079,0.12638,0.0001,0.02019,0.17678,0,1
305129,1658,1708,1700,1700,1700,1700,1688,1700,1700,1700,1688,0.06235,0.06817,0.00624,0.00756,0.02964,0.01396,0.12607,0.00043,0.01448,0.1646,0,1
305159,196,199,194,194,194,196,199,194,194,194,199,0.12597,0.30482,0.0001,0.0001,0.02712,0.01023,0.17616,0.00532,0.01552,0.45386,0,1
305248,96,96,91,91,91,91,96,91,91,91,91,0.05861,0.05821,0.01069,0.0001,0.20617,0.0107,0.43822,0.01059,0.00404,0.29066,0,1
305274,1040,1040,944,1043,1043,1043,1040,1043,1043,1043,1040,0.02009,0.01813,0.01186,0.00291,0.01328,0.00387,0.03967,0.00191,0.00337,0.04262,0,1
305275,527,527,527,527,532,527,527,527,527,527,527,0.0237,0.01845,0.00381,0.00191,0.00514,0.00196,0.04443,0.00184,0.0064,0.05608,0,1
305534,231,249,236,236,236,236,231,236,236,236,231,0.11208,0.11769,0.00879,0.00879,0.01443,0.00438,0.16849,0.0001,0.02662,0.25077,0,1
305546,503,504,500,501,504,502,507,501,502,501,501,0.06735,0.07058,0.00773,0.01713,0.06014,0.03901,0.22312,0.00661,0.04755,0.20714,0,1
305585,884,884,891,891,949,891,885,891,891,889,885,0.09576,0.13608,0.01024,0.00339,0.03245,0.007,0.23255,0.00091,0.04298,0.3145,0,1
305829,134,134,134,134,136,134,134,134,134,134,134,0.06996,0.08922,0.0001,0.01456,0.0345,0.00732,0.1008,0.0001,0.00241,0.15551,0,1
305864,711,786,725,725,725,725,711,725,725,725,711,0.09515,0.08668,0.00646,0.00677,0.03171,0.00843,0.14058,0.00242,0.03396,0.19257,0,1
305987,101,101,101,101,101,100,101,101,101,101,101,0.11764,0.06018,0.01025,0.0001,0.02048,0.021,0.05003,0.01037,0.01037,0.1363,0,1
306447,295,283,292,292,291,292,284,292,292,291,284,0.09429,0.0591,0.01392,0.0001,0.02159,0.01413,0.13458,0.00675,0.03815,0.17006,0,1
306847,1396,1399,1395,1395,1395,1395,1398,1395,1395,1395,1398,0.02431,0.0137,0.00072,0.0001,0.00722,0.00288,0.04382,0.00072,0.0001,0.0609,0,1
307058,128,127,128,128,130,128,128,128,128,130,128,0.06479,0.17525,0.00795,0.0001,0.0275,0.01593,0.18951,0.0001,0.02224,0.32659,0,1
307070,399,409,350,350,352,350,402,350,350,352,402,0.1629,0.15936,0.00865,0.00287,0.05354,0.00285,0.30585,0.00287,0.02183,0.41521,0,1
307147,1840,1855,1898,1898,1898,1898,1856,1898,1898,1898,1856,0.05733,0.04539,0.00418,0.00342,0.0063,0.00284,0.09205,0.00145,0.01742,0.12633,0,1
307481,119,119,94,94,94,94,119,94,94,94,119,0.31139,0.42418,0.0312,0.01039,0.00998,0.0001,0.1887,0.0001,0.0543,0.52738,0,1
307639,221,221,228,228,227,228,221,228,228,227,227,0.00473,0.00867,0.00452,0.0001,0.01939,0.0151,0.05292,0.00314,0.005,0.04149,0,1
307640,201,212,206,206,206,262,212,206,206,206,212,0.07229,0.04997,0.02998,0.02494,0.01896,0.01002,0.13273,0.00498,0.02229,0.14778,0,1
307810,381,374,399,399,398,399,376,399,399,397,376,0.0679,0.03224,0.00252,0.01017,0.07291,0.00757,0.12211,0.0001,0.028,0.1171,0,1
307863,171,167,188,188,182,188,171,188,188,182,171,0.09377,0.0921,0.00535,0.01078,0.03392,0.0001,0.14482,0.0001,0.01679,0.20467,0,1
308332,958,958,958,958,958,819,958,958,958,958,958,0.01959,0.01454,0.00653,0.00186,0.00616,0.00245,0.01647,0.0001,0.00457,0.02495,0,1
308445,144,144,144,144,145,144,144,144,144,144,144,0.18005,0.1588,0.0001,0.00696,0.08051,0.0001,0.21223,0.03572,0.03576,0.31176,0,1
308498,440,443,422,422,422,423,435,422,422,422,435,0.16439,0.15652,0.01462,0.01424,0.03185,0.01982,0.21536,0.00329,0.01357,0.34636,0,1
308695,160,156,155,167,157,155,156,155,155,157,156,0.06847,0.01927,0.0001,0.0001,0.02896,0.0001,0.09108,0.0066,0.00534,0.13059,0,1
308897,273,278,246,279,279,279,278,279,279,279,278,0.04787,0.09138,0.01607,0.01455,0.03904,0.01842,0.16759,0.00707,0.02619,0.20964,0,1
309242,168,164,158,158,157,158,168,158,158,158,168,0.11409,0.2367,0.0001,0.01281,0.04816,0.0001,0.25423,0.00639,0.00599,0.44277,0,1
309286,163,163,169,163,169,169,163,169,169,169,169,0.02315,0.01499,0.0001,0.00617,0.00934,0.00589,0.01804,0.00591,0.01438,0.01473,0,1
309329,179,179,185,185,185,194,179,185,185,185,179,0.02958,0.0276,0.0001,0.0001,0.01587,0.0001,0.06337,0.00549,0.00656,0.07708,0,1
309487,418,421,546,466,462,466,424,466,466,466,424,0.05274,0.18699,0.00219,0.0066,0.06078,0.009,0.29641,0.00198,0.02057,0.42262,0,1
309511,871,872,882,880,881,788,872,882,882,881,881,0.0253,0.0251,0.0021,0.00018,0.00398,0.04093,0.07365,0.0001,0.01129,0.04672,0,1
311191,681,682,685,680,658,642,681,680,680,680,681,0.01069,0.04379,0.01683,0.00297,0.0073,0.00313,0.02039,0.00298,0.01161,0.03276,0,1
311359,172,175,175,175,175,175,175,175,175,175,175,0.08113,0.00631,0.0058,0.00582,0.00629,0.0001,0.10681,0.01158,0.01132,0.15923,0,1
311625,348,348,346,346,346,346,348,346,346,346,348,0.0001,0.0234,0.0001,0.00295,0.00944,0.00593,0.03004,0.0001,0.00862,0.03889,0,1
311747,658,655,655,655,655,655,655,655,655,655,655,0.04345,0.04286,0.00934,0.00935,0.02125,0.01045,0.12274,0.00193,0.01646,0.13843,0,1
311882,3707,3059,3667,3707,3707,3701,3707,3707,3707,3707,3707,0.00169,0.00699,0.00577,0.00189,0.0038,0.00762,0.01116,0.0001,0.00352,0.007,0,1
311916,2460,2473,2601,2601,2580,2557,2486,2601,2601,2648,2486,0.09335,0.12897,0.0078,0.00799,0.02819,0.01214,0.18448,0.00434,0.01949,0.28163,0,1
311929,2498,2376,2352,2354,2357,2354,2371,2354,2354,2356,2237,0.09025,0.08182,0.01147,0.00657,0.05969,0.00615,0.45428,0.00082,0.01976,0.48484,0,1
311937,2003,1998,2002,2004,2003,2005,2002,2004,2004,2003,2002,0.02246,0.0232,0.00244,0.00158,0.00512,0.00206,0.03451,0.00102,0.00395,0.05029,0,1
311939,2333,2336,2318,2325,2288,2326,2337,2325,2325,2325,2337,0.04386,0.0554,0.01025,0.00175,0.04786,0.00555,0.08678,0.00292,0.00863,0.09431,0,1
311945,2204,2217,2249,2248,2249,2247,2213,2249,2251,2250,2213,0.03522,0.04159,0.00265,0.00313,0.01332,0.00399,0.07347,0.00179,0.01158,0.09856,0,1
311958,1971,1982,2151,2151,2150,2151,1980,2151,2151,2152,1980,0.11525,0.09693,0.00635,0.00684,0.0361,0.01965,0.24701,0.00502,0.02857,0.31404,0,1
311981,1921,1815,1919,1919,1809,1837,1921,1919,1919,1919,1921,0.0107,0.0238,0.00053,0.00105,0.00266,0.00774,0.03108,0.0001,0.00729,0.03986,0,1
312035,1728,1727,1695,1730,1731,1738,1727,1730,1730,1730,1727,0.03421,0.02708,0.00554,0.00511,0.00868,0.00248,0.04749,0.00235,0.00839,0.06542,0,1
312038,1754,1754,1756,1756,1735,1747,1754,1756,1756,1756,1756,0.01884,0.02195,0.00657,0.00445,0.02094,0.04266,0.06884,0.0001,0.01057,0.03757,0,1
312068,1651,1651,1657,1657,1657,1650,1651,1657,1657,1657,1657,0.01495,0.02134,0.0001,0.00182,0.00406,0.04513,0.04769,0.00053,0.00528,0.01862,0,1
312142,1493,1493,1509,1512,1683,1364,1493,1509,1508,1508,1493,0.02036,0.02341,0.00199,0.00265,0.00532,0.00967,0.0333,0.00083,0.00872,0.03832,0,1
312209,1370,1225,1406,1435,1407,1436,1418,1435,1435,1435,1418,0.03821,0.10466,0.00801,0.00515,0.03562,0.01787,0.05279,0.0001,0.00706,0.12182,0,1
312251,1348,1384,1343,1346,1343,1347,1349,1346,1346,1343,1349,0.04519,0.05641,0.01022,0.00329,0.02024,0.00434,0.15546,0.00209,0.02892,0.17064,0,1
312322,1164,1162,1266,1265,1258,1082,1163,1266,1266,1260,1163,0.1585,0.13443,0.00616,0.00486,0.03437,0.01123,0.32789,0.00317,0.01795,0.45202,0,1
312389,1050,1052,1053,1053,1052,1053,1052,1053,1053,1052,1052,0.02476,0.0218,0.0001,0.00192,0.00757,0.00402,0.03961,0.00078,0.0062,0.05414,0,1
312397,1178,1178,1181,1181,1180,1181,1178,1181,1181,1181,1178,0.03526,0.04528,0.00084,0.00254,0.00831,0.00572,0.06882,0.00109,0.00795,0.10043,0,1
312409,1274,1380,1142,1142,1138,1142,1285,1142,1142,1142,1124,0.06616,0.06627,0.00887,0.00532,0.05857,0.00447,0.22789,0.00083,0.03092,0.23559,0,1
312463,1166,1169,1142,1178,1005,1095,1168,1178,1175,1175,1168,0.02832,0.03669,0.00797,0.00085,0.00834,0.00372,0.04673,0.00186,0.0046,0.06899,0,1
312468,1099,1111,1113,1112,1117,1117,1100,1113,1117,1117,1100,0.01387,0.03268,0.00272,0.00183,0.01492,0.00359,0.082,0.00188,0.00933,0.09975,0,1
312520,1056,1052,1012,1061,1013,1061,1052,1061,1061,1060,1052,0.05826,0.07467,0.00394,0.0019,0.01349,0.00192,0.06593,0.00092,0.01114,0.12461,0,1
312526,1082,1077,1074,1074,1072,1074,1077,1074,1074,1074,1077,0.036,0.05764,0.00752,0.00659,0.01655,0.00667,0.15585,0.0046,0.01403,0.18734,0,1
312643,998,998,998,998,998,1001,998,998,998,998,998,0.00604,0.0001,0.001,0.0001,0.0001,0.001,0.00405,0.001,0.0001,0.00809,0,1
312757,975,971,975,975,972,975,975,975,975,975,975,0.01621,0.08041,0.00517,0.00214,0.02312,0.0035,0.00989,0.00285,0.01323,0.06717,0,1
312796,952,952,951,951,952,952,952,951,952,952,952,0.01063,0.01426,0.00432,0.00205,0.00784,0.00524,0.03001,0.00111,0.00628,0.03256,0,1
313059,829,828,832,832,832,832,828,832,832,832,828,0.01311,0.03727,0.0001,0.0001,0.01093,0.00483,0.01027,0.0012,0.0001,0.03661,0,1
313079,848,800,864,865,868,863,829,866,866,867,829,0.12544,0.08071,0.01048,0.00811,0.07336,0.00675,0.44816,0.00718,0.02726,0.50024,0,1
313122,834,835,835,835,721,762,835,835,832,832,830,0.00243,0.00354,0.0001,0.0001,0.0001,0.00266,0.02591,0.0001,0.00174,0.02505,0,1
313149,810,801,827,825,825,825,807,825,825,825,807,0.12396,0.1233,0.00749,0.00604,0.06988,0.00944,0.35106,0.00549,0.03125,0.40514,0,1
313335,769,771,775,775,775,788,774,775,775,775,774,0.04102,0.04034,0.00129,0.00129,0.00862,0.00332,0.05019,0.00321,0.00572,0.08098,0,1
313431,776,777,747,747,747,747,777,747,747,747,742,0.03876,0.03721,0.00416,0.00554,0.02948,0.01119,0.10166,0.00419,0.02999,0.09924,0,1
313602,707,707,650,706,650,708,707,706,706,706,707,0.01096,0.00648,0.0001,0.00283,0.00921,0.0001,0.01741,0.0001,0.00434,0.01917,0,1
313618,705,699,691,691,690,691,700,691,691,691,700,0.0331,0.04433,0.0001,0.00145,0.00781,0.00145,0.11194,0.0001,0.0084,0.14642,0,1
313631,657,578,682,674,675,675,583,674,674,674,583,0.11727,0.11221,0.00904,0.01501,0.06125,0.00602,0.35514,0.00162,0.01394,0.41116,0,1
313639,721,692,692,692,732,692,692,692,692,692,692,0.02874,0.04529,0.01549,0.01058,0.0292,0.01873,0.08745,0.00377,0.01009,0.1034,0,1
313642,730,708,699,707,707,668,708,707,707,707,708,0.08757,0.07772,0.00253,0.00315,0.0191,0.00911,0.08731,0.0001,0.03746,0.1283,0,1
313660,589,586,575,587,536,531,587,572,531,533,520,0.02767,0.02849,0.01266,0.00549,0.03381,0.00673,0.10928,0.00582,0.00528,0.10395,0,1
313755,686,686,687,687,687,687,686,687,687,687,686,0.01308,0.03265,0.00292,0.0001,0.00338,0.0029,0.07392,0.00148,0.0055,0.09668,0,1
313796,632,633,671,671,671,628,633,671,671,671,633,0.04535,0.03961,0.00302,0.00913,0.02369,0.00663,0.14311,0.00147,0.01921,0.15864,0,1
313824,660,647,692,694,693,684,659,694,696,695,659,0.06429,0.09433,0.01042,0.00591,0.03881,0.0186,0.12601,0.00419,0.01971,0.18154,0,1
313906,662,662,671,664,621,664,662,664,664,664,662,0.02297,0.02612,0.00302,0.0001,0.01018,0.0001,0.01922,0.0015,0.0041,0.03517,0,1
313922,650,634,661,664,658,664,636,664,664,660,636,0.06597,0.06997,0.0115,0.01032,0.03602,0.01354,0.1899,0.00478,0.01714,0.22385,0,1
313986,649,543,649,649,649,649,649,649,649,649,649,0.00344,0.00555,0.00154,0.0001,0.0001,0.00154,0.01523,0.00154,0.0001,0.0177,0,1
314139,679,674,619,631,631,632,631,631,631,631,631,0.04574,0.0583,0.01207,0.00164,0.00544,0.0001,0.03731,0.00166,0.01129,0.07058,0,1
314388,575,576,587,587,587,479,577,587,587,587,577,0.04594,0.06123,0.00512,0.00727,0.01705,0.00864,0.16358,0.006,0.03,0.18154,0,1
314390,571,571,576,576,576,576,571,576,576,576,571,0.01407,0.00959,0.00174,0.00174,0.00758,0.00402,0.02669,0.00121,0.00347,0.03318,0,1
314483,572,545,575,575,575,553,575,575,575,575,575,0.05263,0.10708,0.00357,0.00536,0.02957,0.00376,0.10424,0.0001,0.01491,0.18176,0,1
314561,530,530,532,532,532,532,530,532,532,532,532,0.00938,0.01362,0.0001,0.00376,0.01836,0.00377,0.03981,0.0001,0.00275,0.03506,0,1
314666,543,543,545,544,545,545,543,545,545,545,543,0.01839,0.02519,0.0019,0.0001,0.01512,0.00574,0.08339,0.00373,0.01016,0.09267,0,1
314682,429,427,428,428,428,461,427,428,428,428,427,0.02039,0.02048,0.00236,0.00236,0.00245,0.0001,0.06332,0.0001,0.0143,0.06714,0,1
314689,579,566,550,550,549,550,546,550,550,549,546,0.06936,0.0699,0.00367,0.0001,0.00449,0.0001,0.09318,0.00183,0.01403,0.14356,0,1
314774,522,543,541,541,541,541,542,541,541,541,541,0.03095,0.02944,0.00383,0.0019,0.00943,0.00574,0.12116,0.00221,0.03297,0.11309,0,1
314875,525,521,551,551,450,549,521,551,551,547,547,0.00428,0.00926,0.00184,0.00184,0.00454,0.00741,0.02122,0.0001,0.00604,0.01703,0,1
314876,539,539,547,547,547,547,539,547,547,547,539,0.0307,0.02121,0.00563,0.0001,0.01308,0.0038,0.14915,0.00182,0.01176,0.16064,0,1
314934,553,553,550,553,504,441,553,553,551,552,545,0.00174,0.00732,0.0001,0.00182,0.0001,0.0001,0.02284,0.0001,0.00742,0.02093,0,1
315149,531,518,520,520,519,520,518,520,520,520,518,0.05777,0.03716,0.00588,0.00588,0.01387,0.0001,0.13598,0.00391,0.02417,0.15978,0,1
315176,523,523,522,523,523,523,523,523,523,523,523,0.04008,0.05909,0.00777,0.00778,0.01464,0.00979,0.05171,0.00181,0.02523,0.07578,0,1
315371,544,536,506,506,509,467,536,506,506,509,536,0.02849,0.04939,0.00402,0.00401,0.00867,0.00218,0.10366,0.00449,0.01344,0.1311,0,1
315531,461,461,478,461,461,494,461,461,461,461,461,0.01647,0.0261,0.00434,0.00216,0.0001,0.0001,0.00116,0.0001,0.00434,0.01858,0,1
315586,473,475,474,474,474,474,476,474,474,474,476,0.02796,0.02874,0.00214,0.0001,0.01071,0.00861,0.03198,0.00215,0.00224,0.04986,0,1
315619,507,507,447,488,492,495,507,489,495,495,495,0.02485,0.00917,0.0001,0.00418,0.02701,0.01042,0.11583,0.0001,0.02341,0.10685,0,1
315770,462,471,475,475,475,475,463,475,475,475,463,0.0605,0.04717,0.0001,0.0001,0.00915,0.00414,0.15266,0.00634,0.02753,0.17929,0,1
315843,468,466,465,465,465,465,466,465,465,465,466,0.01235,0.01785,0.0001,0.00215,0.00052,0.0001,0.02046,0.00216,0.00377,0.03024,0,1
315944,476,476,472,472,472,472,476,472,472,472,472,0.00721,0.01183,0.03805,0.02214,0.00636,0.01056,0.04385,0.00151,0.0001,0.01612,0,1
316030,472,476,469,469,469,469,469,469,469,469,469,0.02418,0.02864,0.00645,0.00214,0.03653,0.00214,0.05889,0.0001,0.02444,0.051,0,1
316054,440,441,454,441,453,486,440,453,453,453,440,0.01996,0.03735,0.00454,0.00697,0.01966,0.00661,0.03234,0.00239,0.0112,0.04913,0,1
316136,457,457,469,469,469,469,457,469,469,469,457,0.02907,0.04591,0.0001,0.01308,0.0141,0.00431,0.06544,0.00217,0.00551,0.09059,0,1
316215,422,421,438,438,424,438,421,438,438,424,421,0.06742,0.06801,0.0001,0.00458,0.01081,0.0001,0.03433,0.00229,0.0061,0.08938,0,1
316220,436,436,440,440,440,440,436,440,440,440,436,0.02179,0.06141,0.00225,0.00225,0.01133,0.0001,0.03532,0.0001,0.0001,0.0854,0,1
316473,424,430,436,437,437,387,430,437,437,437,430,0.10083,0.11808,0.00691,0.00701,0.04006,0.01983,0.27042,0.00453,0.04396,0.32471,0,1
316840,340,410,410,340,340,340,410,410,410,410,410,0.00331,0.01259,0.0001,0.0001,0.0001,0.0001,0.00363,0.0001,0.00658,0.00964,0,1
316858,461,461,408,407,407,408,461,408,408,408,461,0.09995,0.10787,0.00496,0.00248,0.04534,0.01262,0.17684,0.00517,0.01439,0.23937,0,1
316992,377,377,409,409,410,410,377,409,410,410,377,0.1043,0.04613,0.01996,0.0001,0.03488,0.02221,0.44439,0.01162,0.03486,0.48226,0,1
317086,365,375,375,365,375,323,375,375,375,375,375,0.02746,0.01085,0.0001,0.00279,0.00569,0.0001,0.02267,0.0001,0.0081,0.03924,0,1
317145,410,402,403,403,403,403,410,403,403,403,410,0.00966,0.01808,0.00252,0.0001,0.00153,0.0001,0.05775,0.0001,0.00101,0.0723,0,1
317153,395,387,397,397,398,397,389,397,397,397,389,0.04034,0.04028,0.00256,0.00512,0.03,0.01558,0.10365,0.00246,0.02483,0.10359,0,1
317556,378,382,384,384,384,384,381,384,384,384,381,0.05317,0.05694,0.01033,0.00516,0.02971,0.00791,0.13166,0.0001,0.0155,0.15889,0,1
317590,335,334,361,361,361,361,334,361,361,361,334,0.15791,0.24829,0.01976,0.0028,0.02507,0.01128,0.64033,0.0027,0.09314,0.77302,0,1
317719,359,360,376,355,376,355,359,376,376,376,359,0.02657,0.05231,0.00648,0.00776,0.05876,0.01496,0.21312,0.00369,0.01779,0.20666,0,1
317727,359,349,352,352,352,356,352,352,352,352,352,0.0148,0.00965,0.0001,0.0001,0.00771,0.01455,0.0415,0.00274,0.00381,0.03794,0,1
317890,365,352,365,365,365,366,365,365,365,365,365,0.01778,0.03536,0.0001,0.0001,0.01271,0.02312,0.03967,0.0001,0.02095,0.03097,0,1
317961,368,368,366,366,366,366,368,366,366,366,366,0.03596,0.03382,0.0001,0.0001,0.01672,0.00826,0.09196,0.0001,0.03348,0.08618,0,1
318137,357,357,359,359,359,359,357,359,359,359,357,0.05929,0.02755,0.01125,0.0028,0.02894,0.00562,0.11637,0.0001,0.03561,0.1288,0,1
318701,313,316,342,330,329,342,316,342,342,337,337,0.03585,0.00374,0.00392,0.02114,0.04147,0.00294,0.05639,0.00206,0.0388,0.03025,0,1
319174,323,321,321,321,321,321,321,321,321,321,321,0.01655,0.01598,0.01575,0.01293,0.02006,0.00964,0.05801,0.0001,0.00946,0.04934,0,1
319197,312,312,324,324,311,324,312,324,324,311,311,0.02325,0.03561,0.01879,0.0001,0.04134,0.0001,0.09854,0.0001,0.03158,0.08378,0,1
319206,322,322,324,324,324,324,322,324,324,324,322,0.0505,0.01209,0.00625,0.0063,0.03948,0.01266,0.07097,0.0001,0.01879,0.082,0,1
319212,317,316,333,334,325,333,317,333,328,327,317,0.10317,0.07624,0.00794,0.00395,0.01791,0.00618,0.09849,0.0001,0.02981,0.16391,0,1
319594,308,308,318,318,318,309,308,318,318,318,308,0.02052,0.01291,0.00317,0.00952,0.0001,0.00328,0.04402,0.0001,0.00317,0.05185,0,1
319602,312,314,312,312,312,311,312,312,312,312,312,0.01161,0.05944,0.01608,0.00962,0.01009,0.0064,0.05445,0.0001,0.02917,0.06864,0,1
319621,323,323,329,331,320,338,323,330,336,336,336,0.02425,0.02214,0.00632,0.03199,0.05512,0.01426,0.08044,0.01316,0.0001,0.04957,0,1
319704,308,308,313,313,313,313,308,313,313,313,313,0.02683,0.01784,0.01605,0.0001,0.01519,0.0095,0.06569,0.00326,0.01793,0.05529,0,1
319754,310,307,307,313,313,313,310,313,313,313,310,0.00709,0.05542,0.0001,0.00655,0.01549,0.029,0.07124,0.00675,0.00908,0.08859,0,1
319807,306,309,309,309,309,311,309,309,309,309,309,0.02123,0.01989,0.01326,0.00656,0.02015,0.01325,0.10687,0.00665,0.01716,0.09104,0,1
320082,309,309,303,303,309,309,309,303,309,309,309,0.02782,0.05957,0.00377,0.00936,0.04595,0.01733,0.08792,0.02383,0.05671,0.05758,0,1
320294,301,301,300,300,300,300,301,300,300,300,301,0.09737,0.11104,0.0001,0.00334,0.02382,0.01009,0.11353,0.0001,0.01021,0.20074,0,1
320329,310,315,300,315,300,309,310,315,315,311,311,0.02665,0.01924,0.01024,0.00688,0.01783,0.02376,0.05062,0.00697,0.00699,0.04651,0,1
320744,238,241,241,241,295,241,241,241,241,241,241,0.11643,0.1089,0.0001,0.00808,0.04826,0.0045,0.21741,0.01183,0.0337,0.28023,0,1
320793,294,295,295,295,295,295,295,295,295,295,295,0.01447,0.02461,0.0001,0.00341,0.00872,0.00341,0.04799,0.0001,0.01217,0.05702,0,1
321295,284,283,283,283,282,284,283,283,283,283,283,0.03343,0.02277,0.00729,0.0001,0.00533,0.00728,0.04222,0.0001,0.00567,0.06268,0,1
321552,280,280,280,282,280,280,280,280,280,280,280,0.01379,0.00099,0.0001,0.00728,0.0001,0.0001,0.00935,0.00364,0.0001,0.01222,0,1
321598,275,276,272,273,273,272,276,273,273,273,276,0.15729,0.14739,0.02495,0.00951,0.00998,0.00371,0.21567,0.00641,0.02398,0.31763,0,1
321888,263,263,263,263,227,263,263,263,263,263,263,0.01554,0.0001,0.0001,0.00382,0.01834,0.0001,0.03717,0.00383,0.01319,0.03186,0,1
321922,255,255,275,275,275,275,255,275,275,275,275,0.03019,0.02771,0.0001,0.00731,0.0398,0.01092,0.06824,0.0001,0.02064,0.05863,0,1
323054,255,249,237,237,238,272,249,237,237,238,231,0.2347,0.15555,0.00872,0.00434,0.06513,0.13568,0.49716,0.0001,0.08519,0.511,0,1
323562,235,235,249,249,249,249,235,249,249,249,235,0.13509,0.34116,0.0001,0.00779,0.07048,0.00411,0.71802,0.00368,0.07522,0.97248,0,1
325271,194,195,219,219,219,219,194,219,219,219,219,0.04236,0.04395,0.00459,0.01403,0.01472,0.00446,0.21855,0.00942,0.04848,0.19056,0,1
331512,89,89,93,93,93,93,89,93,93,93,89,0.21556,0.00792,0.0001,0.0001,0.04785,0.02192,0.17979,0.0001,0.07028,0.30315,0,1
336744,85,90,72,72,72,72,85,72,72,72,72,0.0585,0.01281,0.0001,0.0001,0.01422,0.03023,0.06929,0.0001,0.03181,0.06575,0,1
361850,748,752,749,749,749,715,749,749,749,749,749,0.00421,0.00795,0.0001,0.00133,0.00499,0.0014,0.02315,0.00133,0.00714,0.02129,0,1
361968,270,267,271,271,263,271,270,271,271,271,270,0.11094,0.10756,0.0001,0.0001,0.09125,0.0072,0.19441,0.0001,0.04449,0.2141,0,1
362017,294,294,291,291,291,295,294,291,291,291,294,0.0148,0.03738,0.00344,0.00345,0.01473,0.00691,0.07161,0.0001,0.01344,0.08864,0,1
362733,189,191,190,189,190,195,189,190,190,190,189,0.0737,0.11345,0.0001,0.01053,0.01553,0.03781,0.21585,0.00514,0.01085,0.28064,0,1
363848,1188,911,1185,1185,1103,1179,1185,1185,1185,1185,1185,0.00736,0.01193,0.0001,0.0017,0.02616,0.00431,0.02172,0.00085,0.00207,0.00749,0,1
364436,321,322,324,324,324,324,321,324,324,324,324,0.03829,0.03264,0.0001,0.00314,0.00985,0.00963,0.18935,0.00308,0.04881,0.1692,0,1
364876,235,241,242,242,242,242,235,242,242,242,235,0.0545,0.1574,0.0001,0.02122,0.01972,0.0082,0.2577,0.00441,0.07068,0.31878,0,1
365174,230,229,230,230,200,230,230,230,230,230,230,0.13236,0.09907,0.0128,0.0001,0.06123,0.00441,0.27856,0.00412,0.02037,0.34969,0,1
365179,864,858,858,853,857,858,858,858,858,858,858,0.04385,0.04225,0.00836,0.01441,0.02525,0.01322,0.12679,0.00111,0.01989,0.13523,0,1
365252,140,147,130,130,130,130,140,130,130,130,140,0.0709,0.08973,0.0001,0.00793,0.03825,0.00797,0.24658,0.00796,0.01163,0.29805,0,1
365385,230,230,242,242,242,242,230,242,242,242,230,0.08377,0.04057,0.00852,0.00424,0.0231,0.00869,0.20934,0.00403,0.02971,0.25086,0,1
574534,232,232,233,233,233,233,232,233,233,233,232,0.02601,0.00981,0.0001,0.00438,0.00251,0.01323,0.05577,0.0001,0.00629,0.06225,0,1
574603,515,516,521,521,515,549,516,521,521,522,516,0.05408,0.059,0.00374,0.004,0.05634,0.00635,0.10299,0.00346,0.02136,0.10565,0,1
574791,324,324,386,324,324,324,324,324,324,324,324,0.03229,0.00304,0.0062,0.0001,0.01881,0.00309,0.04067,0.0001,0.00317,0.05414,0,1
575094,519,519,517,517,517,517,519,517,517,517,516,0.01149,0.0021,0.00584,0.0001,0.01148,0.00389,0.01744,0.0001,0.00222,0.01745,0,1
