,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len
478,940343,423,73,44,29,2,Gorilla,14,Macaca,0.0156888029228454,21,2.085714285714286,1.0,1,1,Rattus,10,Macaca,21,15,0.7142857142857143,1,0.153117,60.4085,-3412.09,394.5251017,9.2495683,0.47214
479,940355,165,15,8,7,1,Mus,2,Pan,0.0082644628099173,2,1.3636363636363635,1.0,1,1,Mus,2,Pan,2,1,0.5,1,0.206421,32.3093,-1046.81,156.5213811,6.669318,0.25503
480,940357,390,170,90,80,10,Gorilla,19,Mus,0.0396270396270396,22,7.727272727272727,6.0,12,1,Mus,12,Mus,22,10,0.4545454545454545,1,0.777285,238.52,-3619.68,306.8629911,185.3980182,0.36504
481,998691,279,120,60,60,0,Macaca,12,Mus,0.0391006842619745,12,12.0,12.0,12,0,Macaca,12,Mus,12,0,0.0,1,0.0874336,23.8409,-2031.44,272.6743494,2.0844957,0.24582
482,998698,537,615,323,292,10,Mus,85,Gorilla,0.1041137633316404,95,12.058823529411764,2.0,1,1,Mus,77,Pan,95,31,0.3263157894736842,1,0.337005,149.061,-4537.13,442.3109449,50.2343023,0.6625
483,998700,230,64,32,32,0,Macaca,13,Mus,0.025296442687747,13,4.571428571428571,2.0,2,0,Macaca,12,Mus,13,0,0.0,1,0.603084,124.752,-1748.83,206.8567563,75.2359352,0.18532
484,998701,213,14,7,7,0,Pan,3,Mus,0.0059752454118651,3,1.4,1.0,1,0,Pan,2,Mus,3,0,0.0,1,0.424645,87.1767,-1252.03,205.2931272,37.0191498,0.08475
485,970571,293,91,51,40,2,Mus,12,Homo,0.0282345640707415,13,3.25,2.5,1,1,Mus,7,Pan,13,11,0.8461538461538461,1,0.0726361,20.2912,-2363.66,279.3542054,1.4738736,0.65649
486,970574,328,299,152,147,17,Gorilla,37,Rattus,0.0828713968957871,41,5.339285714285714,4.0,1,1,Mus,12,Rattus,41,5,0.1219512195121951,1,0.115247,32.9809,-2964.07,286.175779,3.8009498,1.29507
487,970591,828,41,21,20,3,Mus,4,Rattus,0.0045015371102327,5,1.28125,1.0,1,1,Mus,2,Rattus,5,1,0.2,1,0.0192522,15.8356,-7201.73,822.5345675,0.3048701,0.28694
488,1011331,2342,527,286,241,34,Rattus,68,Mus,0.0204564862976476,104,5.0673076923076925,2.0,1,1,Mus,28,Mus,104,45,0.4326923076923077,1,0.419011,886.428,-20934.6,2115.5244134,371.4230827,0.25973
489,1011333,737,203,118,85,0,Gorilla,50,Macaca,0.0250400888121376,50,18.454545454545453,17.0,17,0,Gorilla,33,Macaca,50,33,0.66,1,2.45194,1318.75,-7533.85,537.8394251,3233.495875,0.13938
490,1011337,339,677,382,295,0,Rattus,145,Gorilla,0.1815500134084204,146,56.41666666666666,59.0,59,0,Rattus,86,Gorilla,146,87,0.5958904109589042,1,1.57982,440.457,-2459.09,278.8020154,695.8427777,0.13919
491,1011342,249,52,27,25,2,Gorilla,5,Mus,0.0189850310332238,7,4.727272727272728,5.0,5,2,Gorilla,5,Mus,7,2,0.2857142857142857,1,1.29788,286.707,-2231.41,220.9040897,372.1112812,0.09779
492,318420,357,72,71,1,0,Pan,66,Gorilla,0.0183346065699006,67,14.4,1.0,1,0,Pan,66,Gorilla,67,70,1.044776119402985,1,3.68575,1044.14,-3297.1,283.2910534,3848.439005,0.06679
493,318506,343,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,70,1.044776119402985,0,1e-06,1e-06,-4198.45,1.0,0.0,0.22525
494,318552,337,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,70,1.044776119402985,0,1e-06,1e-06,-4125.78,1.0,0.0,0.22421
495,318585,327,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,70,1.044776119402985,0,1e-06,1e-06,-3850.99,1.0,0.0,0.09446
496,611297,211,88,73,15,3,Mus,58,Gorilla,0.0379146919431279,61,6.769230769230769,3.0,3,3,Mus,42,Gorilla,61,58,0.9508196721311476,1,9.67943,1282.07,-1296.74,132.4530473,12409.7068201,0.04258
497,611302,212,60,30,30,0,Mus,6,Rattus,0.0257289879931389,6,6.0,6.0,6,0,Mus,6,Rattus,6,0,0.0,1,5.41346,1030.73,-1092.12,190.401333,5579.8156258,0.02007
498,611307,216,10,5,5,0,Gorilla,1,Mus,0.0042087542087542,1,1.0,1.0,1,0,Gorilla,1,Mus,1,0,0.0,1,6.61047,1238.54,-865.617,187.3603541,8187.3315138,0.001
499,611309,214,244,134,110,9,Pan,34,Macaca,0.1036533559898045,34,11.61904761904762,13.0,13,9,Mus,21,Macaca,34,24,0.7058823529411765,1,50.0568,1418.41,-2642.67,28.3360103,71001.065688,0.01209
500,304956,353,755,402,353,52,Mus,84,Pan,0.1944372907545712,101,11.615384615384617,3.0,1,1,Mus,40,Pan,101,49,0.4851485148514851,1,0.324564,82.7966,-2898.45,255.100997,26.8727957,1.30656
501,304988,201,99,53,46,5,Mus,12,Pan,0.044776119402985,12,4.125,5.0,5,1,Pan,6,Pan,12,7,0.5833333333333334,1,0.112071,21.543,-1451.1,192.2263565,2.4143456,0.39132
502,305020,291,291,157,134,18,Pan,40,Mus,0.0909090909090909,62,6.613636363636363,6.0,1,1,Mus,21,Gorilla,62,23,0.3709677419354839,1,0.532707,123.622,-2412.11,232.0637799,65.8543048,0.50083
503,305058,229,289,147,142,18,Mus,37,V9,0.1147280666931322,42,12.565217391304348,13.0,24,1,Pan,24,Pan,42,5,0.119047619047619,1,0.506074,94.8197,-1711.73,187.3633105,47.9857849,0.45643
504,1017458,2334,864,500,364,14,Mus,114,Macaca,0.033652722598738,151,5.538461538461538,2.0,1,1,Mus,28,Rattus,151,136,0.9006622516556292,1,0.19416,413.094,-21514.1,2127.5957973,80.206331,0.50621
505,1017463,432,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,151,136,0.9006622516556292,0,1e-06,1e-06,-4317.93,1.0,0.0,0.01694
506,1017489,744,669,344,325,44,Rattus,81,root,0.0817448680351906,93,7.689655172413793,1.0,1,1,Mus,52,Pan,93,19,0.2043010752688172,1,0.457295,274.337,-6528.07,599.9125291,125.4529384,0.55029
507,819577,466,1253,668,585,60,Homo,153,Macaca,0.2444401092469762,189,33.86486486486486,33.0,1,1,Mus,85,Mus,189,83,0.4391534391534391,1,1.67956,430.933,-4554.91,256.5749363,723.7778295,0.54129
508,819593,668,37,19,18,2,Mus,4,Pan,0.0050353837778987,4,1.3703703703703705,1.0,1,1,Rattus,2,Mus,4,1,0.25,1,1.60646,952.292,-5204.8,592.789114,1529.8190063,0.07762
509,819600,801,6,6,0,0,Mus,6,Macaca,0.0006809669731018,6,6.0,6.0,6,0,Mus,6,Macaca,6,6,1.0,1,0.603729,466.274,-5985.67,772.3233438,281.5031357,0.05759
510,1030176,347,10,5,5,0,Gorilla,1,Mus,0.0026198585276395,1,1.0,1.0,1,0,Gorilla,1,Mus,1,0,0.0,1,0.00590314,2.04256,-2471.72,346.0124612,0.0120575,0.08594
511,1030177,275,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,0,0.0,0,1e-06,1e-06,-2235.33,1.0,0.0,0.00812
512,765235,233,468,259,209,28,Mus,49,Rattus,0.1825985173624658,69,15.096774193548388,14.0,23,3,Gorilla,28,Mus,69,50,0.7246376811594203,1,4.873,575.778,-2487.04,118.1567823,2805.766194,0.231
513,765237,483,98,93,5,0,Mus,89,Gorilla,0.0184453227931488,89,8.909090909090908,1.0,1,0,Mus,88,Gorilla,89,88,0.9887640449438202,1,2.45428,1029.62,-3610.25,419.5201851,2526.9757736,0.05961
514,765238,211,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,89,88,0.9887640449438202,0,1e-06,1e-06,-1958.65,1.0,0.0,0.04808
515,781790,464,20,10,10,0,Gorilla,2,Mus,0.0039184952978056,2,1.0,1.0,1,0,Gorilla,1,Mus,2,0,0.0,1,0.558597,234.556,-4159.73,419.9020045,131.0222779,0.18983
516,781791,147,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,2,0,0.0,0,1e-06,1e-06,-1315.09,1.0,0.0,0.138
517,781794,179,161,92,69,0,Pan,23,Mus,0.0817673946165566,23,23.0,23.0,23,0,Pan,23,Mus,23,23,1.0,1,0.651368,100.923,-1241.56,154.9400646,65.7380127,0.24333
518,782046,526,10,5,5,0,Rattus,1,Mus,0.0017283097131005,1,1.0,1.0,1,0,Rattus,1,Mus,1,0,0.0,1,0.00410782,2.15497,-4504.24,524.6018569,0.0088522,0.30211
519,990142,596,79,40,39,1,Gorilla,9,Mus,0.0120500305064063,10,3.761904761904762,3.0,6,1,Pan,6,Mus,10,1,0.1,1,0.538051,295.23,-5801.93,548.7026323,158.8487967,0.15833
520,990161,418,0,0,0,0,Pan,0,Pan,0.0,0,0.0,0.0,0,0,Mus,0,Mus,10,1,0.1,0,1e-06,1e-06,-3832.27,1.0,0.0,0.01
521,990167,469,144,96,48,0,Homo,24,Mus,0.0279123861213413,24,24.0,24.0,24,0,Homo,24,Mus,24,48,2.0,1,5.98044,1465.23,-4655.19,245.0037121,8762.7201012,0.05013
522,990168,420,51,49,2,0,Pan,26,Macaca,0.011038961038961,27,8.5,1.0,1,0,Pan,26,Macaca,27,47,1.7407407407407407,1,4.84224,1420.4,-4420.07,293.3353159,6877.917696,0.0717
523,680993,116,43,29,14,0,Pan,15,Rattus,0.0336990595611285,15,10.75,14.0,14,0,Pan,14,Mus,15,15,1.0,1,0.225225,23.5946,-799.197,104.7601288,5.3140938,0.4739
524,680996,141,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,15,15,1.0,0,1e-06,1e-06,-1104.8,1.0,0.0,0.0297
525,681000,307,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,15,15,1.0,0,1e-06,1e-06,-3371.95,1.0,0.0,0.06026
526,1022176,320,324,166,158,9,Pan,32,Homo,0.0920454545454545,39,12.0,8.0,8,1,Pan,30,Gorilla,39,8,0.2051282051282051,1,0.589527,159.847,-2705.25,271.1444938,94.2341224,0.31508
527,1022177,316,4,2,2,0,Pan,1,Mus,0.001150747986191,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.0149241,4.69652,-2167.64,314.6936834,0.0700913,0.15544
528,1022204,416,1440,720,720,15,Gorilla,144,Mus,0.3146853146853147,144,68.57142857142857,14.0,1,1,Mus,143,Mus,144,0,0.0,1,1.20578,405.331,-3222.56,336.1566787,488.7400132,0.20069
529,1034392,570,488,278,210,6,Rattus,104,Macaca,0.0778309409888357,110,22.181818181818183,33.5,36,6,Mus,37,Macaca,110,68,0.6181818181818182,1,2.96347,1195.42,-4222.77,403.3852207,3542.5913074,0.07954
530,1034435,3007,2555,1979,576,109,Pan,619,Macaca,0.0772440064092874,1036,16.69934640522876,2.0,1,1,Mus,510,Macaca,1036,1403,1.3542471042471045,1,1.03091,1434.46,-29442.3,1391.4502721,1478.7991586,0.18921
531,1034443,156,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1036,1403,1.3542471042471045,0,1e-06,1e-06,-1231.74,1.0,0.0,0.03326
532,324914,220,15,15,0,0,Mus,15,Gorilla,0.006198347107438,15,15.0,15.0,15,0,Mus,15,Gorilla,15,15,1.0,1,0.168554,34.2222,-1804.2,203.0340425,5.7682887,0.4943
533,325046,220,36,18,18,0,Pan,9,Mus,0.0148760330578512,9,9.0,9.0,9,0,Pan,9,Mus,9,0,0.0,1,0.358935,73.7258,-1599.87,205.4015351,26.46277,0.19568
534,807999,506,354,214,140,24,Gorilla,53,Pan,0.063600431189364,77,15.391304347826088,25.0,1,1,Mus,27,Mus,77,74,0.961038961038961,1,0.713884,303.462,-4961.58,425.0858683,216.6366664,0.27265
535,808013,179,51,26,25,0,Gorilla,6,Macaca,0.0259014728288471,6,4.636363636363637,5.0,5,0,Gorilla,5,Mus,6,1,0.1666666666666666,1,92.1245,1356.81,-1656.91,14.728004,124995.442845,0.001
536,808029,578,407,241,166,24,Gorilla,74,Pan,0.0640138408304498,95,11.0,9.0,20,1,Mus,23,Pan,95,76,0.8,1,20.0095,1711.32,-7333.66,85.5253754,34242.65754,0.06068
537,810529,669,266,133,133,3,Gorilla,30,root,0.0361462155184128,30,7.0,3.0,1,1,Mus,21,Mus,30,0,0.0,1,41.1343,1589.13,-7942.27,38.6327226,65367.750159,0.01487
538,810539,436,3,3,0,0,Mus,3,Rattus,0.0006255212677231,3,3.0,3.0,3,0,Mus,3,Rattus,3,3,1.0,1,2.625,1060.27,-2211.83,403.912381,2783.20875,0.00997
539,810549,523,446,266,180,36,Mus,61,Pan,0.0775247696853815,79,29.73333333333333,36.0,36,18,Pan,36,Mus,79,86,1.0886075949367089,1,8.80276,1230.15,-5939.74,139.7459433,10828.715214,0.14577
540,582905,468,17,14,3,0,Mus,11,Macaca,0.0033022533022533,11,2.125,1.0,1,0,Mus,10,Macaca,11,11,1.0,1,3.52288,1326.15,-2793.5,376.4391634,4671.867312,0.02665
541,582948,532,27,14,13,0,Mus,3,Pan,0.0046138072453861,3,1.588235294117647,2.0,2,0,Mus,2,Rattus,3,1,0.3333333333333333,1,0.236886,119.084,-4525.18,502.7059429,28.2093324,0.24319
542,585099,360,343,190,153,24,Mus,35,Pan,0.0866161616161616,61,10.393939393939394,3.0,3,1,Pan,31,Pan,61,37,0.6065573770491803,1,0.64056,177.429,-3130.52,276.9904459,113.6539202,0.49046
543,585103,375,178,100,78,6,Rattus,23,Pan,0.0431515151515151,29,4.45,1.0,1,1,Mus,19,Pan,29,22,0.7586206896551724,1,0.331826,111.823,-2723.97,336.9928818,37.1057788,0.34549
544,585175,728,296,166,130,7,Homo,39,V2,0.0369630369630369,44,7.047619047619048,2.0,1,1,Mus,32,Mus,44,36,0.8181818181818182,1,0.942963,560.259,-7219.45,594.1473844,528.3035074,0.24631
545,1004675,443,878,446,432,6,Rattus,109,Macaca,0.1801764826595526,116,35.12,7.0,7,1,Mus,102,Macaca,116,14,0.1206896551724138,1,0.338574,116.296,-3816.53,343.4876866,39.3748019,0.90381
546,1004810,203,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,116,14,0.1206896551724138,0,1e-06,1e-06,-2208.88,1.0,0.0,0.18433
547,750311,1647,516,484,32,6,Pan,452,Gorilla,0.0284815366782579,458,32.25,6.0,6,1,Mus,447,Gorilla,458,452,0.9868995633187772,1,0.889685,1154.12,-16908.5,1297.2231745,1026.8032522,0.3023
548,750313,1354,647,402,245,2,Gorilla,232,Rattus,0.0434403115348462,233,9.514705882352942,4.0,1,1,Mus,55,Rattus,233,157,0.6738197424892703,1,0.463708,512.012,-12438.9,1104.1690029,237.4240605,0.5095
549,750314,1834,2013,1263,750,130,Gorilla,544,Pan,0.0997818974918211,650,17.973214285714285,8.0,1,1,Mus,333,Pan,650,513,0.7892307692307692,1,1.74468,1582.59,-19357.6,907.0947108,2761.1131212,0.39271
550,750315,1134,1554,1094,460,61,Gorilla,465,Homo,0.1245791245791245,610,9.835443037974684,3.0,1,1,Mus,333,Homo,610,634,1.039344262295082,1,1.04729,685.791,-13711.0,654.8243562,718.2220564,0.78334
551,807871,389,70,35,35,0,Gorilla,7,Mus,0.0163589623743865,7,7.0,7.0,7,0,Gorilla,7,Mus,7,0,0.0,1,5.8604,1486.01,-3426.08,253.5680158,8708.613004,0.04036
552,807873,573,444,309,135,0,Macaca,118,Pan,0.0704426463588767,129,49.333333333333336,45.0,45,0,Macaca,118,Pan,129,174,1.3488372093023255,1,3.45829,1389.6,-5135.65,401.817083,4805.639784,0.09172
553,807874,398,60,32,28,2,Pan,15,Mus,0.0137048880767473,15,1.4634146341463414,1.0,1,1,Mus,4,Mus,15,4,0.2666666666666666,1,0.446639,162.714,-3054.99,364.30764,72.6744182,0.20745
554,807875,523,296,201,95,9,Pan,59,Mus,0.0514514166521814,66,10.571428571428571,7.0,7,1,Mus,49,Mus,66,106,1.606060606060606,1,0.66829,296.023,-4841.31,442.9559024,197.8292107,0.27349
555,726026,748,624,364,260,52,Mus,104,Gorilla,0.075838599902771,156,14.511627906976743,10.0,5,1,Gorilla,64,Gorilla,156,104,0.6666666666666666,1,1.8412,953.031,-8002.38,517.6140561,1754.7206772,0.25688
556,726704,101,2,2,0,0,Mus,1,Pan,0.0018001800180018,1,1.0,1.0,1,0,Mus,1,Pan,1,2,2.0,1,4.48254,412.008,-419.34,91.9139595,1846.8423403,0.021
557,812460,338,561,326,235,0,Macaca,138,Gorilla,0.150887573964497,138,51.0,47.0,47,0,Macaca,91,Gorilla,138,91,0.6594202898550725,1,9.29221,1400.51,-2689.4,150.7187203,13013.8330271,0.01074
558,812578,1795,2325,1941,384,74,Homo,575,Pan,0.1177513294504938,636,27.352941176470587,4.0,2,1,Mus,524,Pan,636,1557,2.44811320754717,1,1.91305,1558.26,-19315.0,814.5422232,2981.029293,0.16557
559,813307,1144,1955,1282,673,116,Homo,377,Macaca,0.1553560076287349,431,18.443396226415093,11.0,1,1,Mus,208,Pan,431,609,1.4129930394431554,1,4.51953,1645.55,-13820.6,364.0975942,7437.1125915,0.19936
560,991742,494,425,219,206,18,Rattus,44,Pan,0.0782112624217887,50,13.28125,10.0,3,1,Gorilla,31,Pan,50,13,0.26,1,2.00245,697.862,-4214.54,348.5040825,1397.4337619,0.22245
561,991888,1988,1117,643,474,69,Mus,151,Pan,0.0510792024876531,220,8.592307692307692,5.0,1,1,Mus,62,Pan,220,169,0.7681818181818182,1,0.673722,1091.9,-19031.3,1620.6981515,735.6370518,0.33407
562,991889,811,124,64,60,8,Mus,15,V2,0.0138997870193924,15,3.1794871794871797,2.0,1,1,Mus,7,Rattus,15,4,0.2666666666666666,1,1.48235,1048.24,-6438.05,707.1474348,1553.858564,0.08378
563,811627,788,491,265,226,25,Homo,65,Macaca,0.0566451315182279,67,10.4468085106383,2.0,2,1,Gorilla,31,Mus,67,39,0.582089552238806,1,3.3213,1494.48,-8403.46,449.9683859,4963.616424,0.13878
564,811631,260,82,47,35,7,Mus,10,Gorilla,0.0286713286713286,15,3.1538461538461537,2.0,2,1,Gorilla,5,Mus,15,12,0.8,1,0.371615,80.5694,-2632.29,216.808794,29.9407976,0.54841
565,823197,268,145,75,70,8,Pan,23,V2,0.0491858887381275,28,3.0851063829787235,1.0,1,1,Mus,11,Mus,28,5,0.1785714285714285,1,0.101532,24.1121,-2214.06,237.4827641,2.4481497,1.28039
566,823216,370,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,28,5,0.1785714285714285,0,1e-06,1e-06,-4288.07,1.0,0.0,0.15255
567,646820,350,65,62,3,0,Pan,60,Macaca,0.0168831168831168,60,10.833333333333334,1.0,1,0,Pan,60,Macaca,60,59,0.9833333333333332,1,0.662894,198.843,-3100.48,299.9619849,131.8118316,0.25341
568,647937,398,41,33,8,1,Mus,12,Pan,0.009365006852444,15,2.05,1.0,1,1,Mus,11,Pan,15,25,1.6666666666666667,1,1.40841,469.109,-4058.67,333.0770159,660.6978067,0.14247
569,647997,996,782,691,91,1,V2,261,Pan,0.0713764147499087,265,34.0,2.0,1,1,Pan,258,Pan,265,600,2.2641509433962264,1,2.75044,1453.25,-13095.3,528.3700063,3997.07693,0.27573
570,816379,310,68,38,30,4,Pan,12,Rattus,0.019941348973607,17,2.4285714285714284,3.0,3,1,Mus,5,Rattus,17,8,0.4705882352941176,1,0.109271,31.0373,-2637.93,284.0396812,3.3914768,0.83338
571,816386,805,258,163,95,19,Mus,68,Gorilla,0.0291360813099943,87,11.217391304347826,12.0,5,5,Mus,50,Gorilla,87,68,0.7816091954022989,1,0.990656,694.386,-6367.83,700.9355417,687.8976572,0.15105
572,816387,1070,368,209,159,25,Rattus,60,Homo,0.0312659303313508,69,6.344827586206897,1.0,1,1,Mus,56,Homo,69,50,0.7246376811594203,1,3.30097,1577.17,-11767.3,477.7898618,5206.1908549,0.08354
573,986150,2133,175,90,85,10,Gorilla,24,Rattus,0.0074585517623492,28,4.2682926829268295,3.0,3,1,Rattus,8,Rattus,28,5,0.1785714285714285,1,0.754587,1257.98,-21691.2,1667.1106181,949.2553543,0.36855
574,986151,294,57,29,28,1,Gorilla,6,Pan,0.0176252319109461,6,5.181818181818182,6.0,6,1,Gorilla,6,Pan,6,1,0.1666666666666666,1,0.022667,6.61052,-2021.27,291.6362995,0.1498407,0.26953
575,986157,243,108,54,54,0,Pan,27,Mus,0.0404040404040404,27,27.0,27.0,27,0,Pan,27,Mus,27,0,0.0,1,0.801052,166.38,-1788.87,207.701872,133.2790318,0.21995
576,986160,1962,381,272,109,12,Pan,95,Rattus,0.0176536002224075,107,4.233333333333333,1.0,1,1,Mus,85,Rattus,107,163,1.5233644859813085,1,0.264774,462.878,-20608.7,1748.200352,122.5580596,0.4731
577,807519,486,472,242,230,11,Gorilla,49,Pan,0.0882903105125327,52,23.6,26.0,41,5,Mus,41,Mus,52,12,0.2307692307692307,1,4.32051,1310.59,-4304.5,303.3415037,5662.4172009,0.08958
578,807520,301,166,93,73,13,Homo,20,Pan,0.0501359106010268,37,11.066666666666666,13.0,13,4,Mus,20,Pan,37,20,0.5405405405405406,1,2.4279,505.648,-3108.22,208.2655793,1227.6627792,0.203
579,1010368,433,468,234,234,2,Rattus,48,Mus,0.0982574007978165,48,26.0,46.0,46,1,Mus,46,Mus,48,0,0.0,1,0.396632,161.069,-3027.16,406.0917929,63.8851196,0.1654
580,1010399,555,387,298,89,12,Rattus,149,Pan,0.0633906633906633,153,6.559322033898305,2.0,1,1,Mus,145,Pan,153,209,1.3660130718954249,1,3.69812,1230.96,-6413.9,332.8610213,4552.2377952,0.18056
581,1023136,308,41,41,0,0,Mus,41,Gorilla,0.0121015348288075,41,41.0,41.0,41,0,Mus,41,Gorilla,41,41,1.0,1,1.53648,393.407,-2253.78,256.0443351,604.4619874,0.13509
582,1023354,211,8,4,4,0,Pan,2,Mus,0.0034467901766479,2,2.0,2.0,2,0,Pan,2,Mus,2,0,0.0,1,0.0117018,2.45431,-1467.45,209.7378181,0.0287198,0.32047
583,1013047,311,6,6,0,0,Mus,6,Macaca,0.0017538731365097,6,6.0,6.0,6,0,Mus,6,Macaca,6,6,1.0,1,3.75587,1047.8,-1778.52,278.9766419,3935.400586,0.02026
584,1013057,414,530,319,211,17,Gorilla,115,Mus,0.116381203337725,115,18.27586206896552,6.0,24,1,Mus,77,Mus,115,108,0.9391304347826088,1,0.983159,303.997,-3295.87,309.2043098,298.8773865,0.36211
585,1013080,427,9,5,4,0,Pan,3,Rattus,0.001916116670215,3,1.8,2.0,2,0,Pan,2,Mus,3,1,0.3333333333333333,1,0.195189,80.4283,-3331.35,412.0534456,15.6987194,0.18246
586,1013081,805,1987,1077,910,14,Homo,231,Mus,0.2243929983060417,272,39.74,4.0,3,1,Pan,212,Mus,272,167,0.6139705882352942,1,19.8263,1422.47,-8867.39,71.7466194,28202.316961,0.01537
587,957527,299,47,24,23,1,Gorilla,5,Pan,0.0142900577683186,5,1.7407407407407407,2.0,2,1,Pan,2,Mus,5,1,0.2,1,0.05585,16.2699,-2172.63,291.3142346,0.9086739,0.4434
588,957532,416,680,402,278,41,Rattus,128,Gorilla,0.1486013986013986,138,9.714285714285714,7.0,7,1,Mus,67,Gorilla,138,124,0.8985507246376812,1,0.977429,259.12,-3942.03,265.1036546,253.2714025,0.62879
589,957534,285,36,36,0,0,Mus,36,Gorilla,0.0114832535885167,36,36.0,36.0,36,0,Mus,36,Gorilla,36,36,1.0,1,0.100209,26.326,-2785.12,262.7109341,2.6381021,0.84127
590,787350,1021,428,232,196,37,Gorilla,40,root,0.0381088059834386,76,5.219512195121951,6.0,1,1,Mus,11,Mus,76,36,0.4736842105263157,1,1.93973,1307.48,-10400.2,674.0525743,2536.1581804,0.15974
591,787516,627,557,346,211,30,Gorilla,148,Rattus,0.0807597506162099,178,13.925,16.0,16,1,Mus,96,Rattus,178,135,0.7584269662921348,1,11.1676,1487.13,-6264.79,133.1646907,16607.672988,0.04237
592,788158,199,85,46,39,7,Pan,9,Mus,0.0388305162174508,15,4.473684210526316,7.0,7,1,Mus,7,Mus,15,7,0.4666666666666667,1,0.151756,27.2116,-1922.63,179.3115264,4.1295236,0.72129
593,1026669,743,1014,634,380,74,Pan,195,Macaca,0.1240670500428239,271,15.84375,12.0,1,1,Mus,151,Macaca,271,254,0.9372693726937268,1,4.95264,1678.19,-6824.31,338.8475641,8311.4709216,0.17814
594,1026863,188,100,50,50,0,Rattus,10,Mus,0.0483558994197292,10,10.0,10.0,10,0,Rattus,10,Mus,10,0,0.0,1,12.2671,1320.42,-1338.06,107.6391323,16197.724182,0.00653
595,1026864,379,2088,1061,1027,144,Rattus,215,V2,0.5008395298632765,217,33.142857142857146,35.0,1,1,Mus,123,Pan,217,34,0.1566820276497695,1,48.4706,1794.2,-3343.35,37.0162532,86965.95052,0.11795
596,1027313,759,482,262,220,26,Rattus,60,Macaca,0.0577314648460893,86,14.606060606060606,15.0,15,5,Rattus,24,Macaca,86,42,0.4883720930232558,1,2.43556,1289.28,-5573.07,529.3566983,3140.1187968,0.07624
597,932610,810,1427,807,620,58,Rattus,170,Gorilla,0.1601571268237935,252,23.016129032258064,17.0,1,1,Mus,84,Macaca,252,187,0.7420634920634921,1,2.89638,1452.74,-6833.04,501.5709265,4207.6870812,0.19376
598,932620,1250,1165,706,459,62,V9,248,Mus,0.0847272727272727,285,14.5625,2.0,1,1,Mus,115,Mus,285,247,0.8666666666666667,1,0.645173,611.176,-12504.9,947.3056064,394.3142534,0.53026
599,950674,226,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,285,247,0.8666666666666667,0,1e-06,1e-06,-2225.62,1.0,0.0,0.08696
600,950754,316,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,285,247,0.8666666666666667,0,1e-06,1e-06,-3539.94,1.0,0.0,0.20353
601,951472,725,64,35,29,1,V9,12,Mus,0.0080250783699059,18,2.206896551724138,1.0,1,1,Mus,6,Mus,18,6,0.3333333333333333,1,0.0805511,55.6865,-6666.3,691.3189267,4.4856088,0.59671
602,952655,93,59,30,29,0,Homo,14,Mus,0.0576735092864125,15,8.428571428571429,14.0,14,0,Homo,14,Mus,15,1,0.0666666666666666,1,0.839409,59.6328,-590.366,71.0414113,50.056309,0.39036
603,756823,338,2,2,0,0,Rattus,2,Mus,0.0005379236148466,2,2.0,2.0,2,0,Rattus,2,Mus,2,2,1.0,1,0.219788,72.1446,-2744.63,328.2463101,15.8565173,0.12631
604,757612,753,415,285,130,0,Rattus,90,Pan,0.0501026198237353,90,31.923076923076923,26.0,26,0,Rattus,64,Pan,90,155,1.7222222222222223,1,7.32239,1402.41,-10108.7,191.5235326,10268.9929599,0.0631
605,757629,228,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,90,155,1.7222222222222223,0,1e-06,1e-06,-1760.11,1.0,0.0,0.00518
