OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Gorilla,seq_Macaca,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Gorilla,tree_Macaca,tree_V2,tree_V5,tree_V7,tree_V9,tree_root
1024104,133,133,132,132,132,132,133,132,132,132,133,0.09087,0.05303,0.06712,0.0748,0.07472,0.09088,0.05293,0.06702,0.06692,0.06682,0
1024114,504,504,504,504,504,508,504,504,504,504,504,0.05284,0.06084,0.05896,0.05709,0.06084,0.05981,0.04069,0.05699,0.05689,0.05136,0
1024146,1632,1632,1589,1631,1632,1632,1632,1632,1632,1632,1632,0.09264,0.08557,0.08829,0.0873,0.08848,0.09265,0.06211,0.08576,0.08418,0.07732,0
1024147,1575,1425,1575,1575,1575,1575,1575,1575,1575,1575,1575,0.0504,0.076,0.07473,0.076,0.07433,0.07562,0.03291,0.07346,0.07294,0.0678,0
1024173,1162,1161,1165,1165,1159,1163,1162,1165,1165,1165,1162,0.16074,0.15216,0.15238,0.15153,0.1524,0.16074,0.10864,0.14639,0.14381,0.13515,0
1024186,415,415,428,414,428,414,415,428,428,414,415,0.15014,0.13454,0.13551,0.1378,0.14237,0.15015,0.09294,0.13541,0.1331,0.11176,0
1024192,1054,1003,1056,1056,1056,1056,1054,1056,1056,1056,1054,0.09736,0.09427,0.09432,0.09337,0.09423,0.09737,0.06726,0.09049,0.09039,0.08467,0
1024194,1086,1099,1096,1096,1124,1096,1086,1096,1096,1096,1055,0.10469,0.10054,0.09881,0.10247,0.09884,0.10469,0.08454,0.09786,0.09694,0.09001,0
1024273,1427,1296,1428,1428,1428,1426,1427,1428,1428,1426,1427,0.03921,0.03693,0.03414,0.03484,0.03616,0.03921,0.02238,0.03274,0.03264,0.03204,0
1024296,328,335,333,333,317,333,332,333,333,333,332,0.15404,0.13923,0.14809,0.15414,0.15127,0.14431,0.08784,0.14506,0.14496,0.12601,0
1024359,319,319,320,320,320,412,319,320,330,327,317,0.07791,0.12132,0.09463,0.09475,0.10571,0.12132,0.06743,0.09152,0.07643,0.06595,0
1024362,570,569,478,504,598,608,570,504,606,608,608,0.14867,0.14687,0.14867,0.08309,0.11093,0.06441,0.12295,0.07473,0.06379,0.04218,0
1024367,987,737,771,974,974,774,985,974,974,973,973,0.07922,0.08903,0.08723,0.08888,0.08903,0.08479,0.06729,0.08591,0.08153,0.07626,0
1024390,1193,1443,1419,1450,1374,1184,1437,1450,1450,1438,1438,0.05482,0.06414,0.05295,0.04712,0.04562,0.06414,0.04637,0.04504,0.04346,0.03662,0
1024426,929,1105,865,1087,1087,865,1105,1087,1087,1100,1105,0.06996,0.07005,0.07006,0.06596,0.0678,0.06694,0.04423,0.06405,0.06308,0.05831,0
1024428,988,996,1005,1005,1005,998,995,1005,1005,998,995,0.09284,0.10073,0.09853,0.09943,0.09825,0.10073,0.05729,0.09843,0.09734,0.09187,0
1024436,920,923,919,928,928,927,922,928,928,928,922,0.10517,0.10333,0.10184,0.10182,0.10518,0.09321,0.05641,0.10074,0.0997,0.08535,0
1024596,234,200,204,235,235,204,234,235,235,235,234,0.21427,0.18528,0.21013,0.21013,0.21427,0.20516,0.11778,0.21003,0.2058,0.20052,0
1024763,151,151,155,155,155,155,151,155,155,155,151,0.12815,0.1353,0.12861,0.13494,0.13531,0.11081,0.03363,0.12851,0.12219,0.10345,0
1024822,1632,1627,1647,1647,1647,1635,1644,1647,1647,1647,1644,0.0308,0.0232,0.02269,0.02218,0.02269,0.0308,0.00975,0.02208,0.02147,0.01832,0
1024865,1418,1418,1419,1419,1419,1419,1418,1419,1419,1419,1419,0.0553,0.04834,0.04417,0.05532,0.04146,0.04016,0.03861,0.04102,0.03914,0.03164,0
1024904,681,681,681,681,684,681,681,681,681,681,681,0.18382,0.17066,0.18382,0.18156,0.18209,0.17555,0.1119,0.17904,0.1774,0.15629,0
1024977,205,205,204,204,204,204,205,204,204,204,205,0.16665,0.15478,0.15107,0.15106,0.15609,0.16665,0.11337,0.14592,0.14582,0.14572,0
1025020,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,0.02618,0.01569,0.02628,0.02628,0.02618,0.02581,0.01426,0.02533,0.02523,0.02315,0
1025678,757,768,774,774,740,773,764,774,774,774,764,0.38865,0.30015,0.38759,0.38865,0.3837,0.37163,0.27483,0.37802,0.37239,0.34029,0
1025875,455,453,454,454,454,454,454,454,454,454,453,0.06005,0.06903,0.06703,0.06903,0.0661,0.05519,0.05193,0.06323,0.06159,0.05274,0
1025892,341,340,343,343,482,343,341,343,343,343,341,0.09825,0.11335,0.09271,0.087,0.11335,0.10844,0.07703,0.0869,0.0868,0.07487,0
1025942,235,235,238,238,238,226,235,238,238,239,235,0.22946,0.18885,0.21286,0.2088,0.22946,0.21373,0.14675,0.2087,0.20631,0.17984,0
1025951,292,292,275,292,292,302,292,292,292,292,292,0.12462,0.11094,0.0837,0.07645,0.07971,0.12462,0.07228,0.07635,0.07625,0.06264,0
1026048,397,394,397,396,397,396,394,397,397,397,394,0.19863,0.20116,0.19622,0.20126,0.19859,0.17728,0.15313,0.19612,0.19602,0.15871,0
1026081,840,841,843,843,861,843,841,843,843,843,841,0.0476,0.03799,0.0476,0.04531,0.0451,0.04396,0.02824,0.04521,0.04396,0.03485,0
1026094,336,336,336,336,340,336,336,336,336,336,336,0.05043,0.05279,0.04683,0.04982,0.0528,0.04411,0.03646,0.04382,0.04372,0.03788,0
1026113,457,457,458,458,458,458,455,458,458,458,455,0.42708,0.4332,0.42513,0.4143,0.42087,0.43321,0.26963,0.4142,0.40521,0.38195,0
1026126,676,664,671,676,679,676,676,676,676,676,676,0.07044,0.0716,0.07161,0.04746,0.03998,0.05791,0.05497,0.03993,0.03702,0.02877,0
1026152,300,299,297,297,297,297,300,297,297,297,300,0.13154,0.14878,0.14404,0.14404,0.14432,0.14878,0.11131,0.14394,0.14059,0.13375,0
1026204,343,343,342,342,367,342,343,342,342,342,343,0.04519,0.05576,0.05576,0.05275,0.04976,0.05471,0.03253,0.04977,0.04678,0.04014,0
1026221,249,248,204,255,254,255,249,253,254,253,253,0.09489,0.10035,0.10035,0.0955,0.08743,0.08872,0.06842,0.0954,0.08733,0.06303,0
1026240,706,705,674,706,706,674,706,706,706,706,706,0.04616,0.03542,0.03754,0.03746,0.03888,0.04616,0.02054,0.03605,0.03464,0.03282,0
1026257,461,459,462,462,462,462,460,462,462,462,460,0.10773,0.10435,0.10565,0.10357,0.10773,0.10091,0.06414,0.10347,0.10337,0.09337,0
1026356,1429,1448,1440,1440,1444,1400,1435,1440,1440,1440,1435,0.10473,0.09619,0.09185,0.09249,0.10473,0.09234,0.05365,0.08974,0.08767,0.08125,0
1026368,902,902,900,900,900,900,902,900,900,900,902,0.06107,0.04603,0.05853,0.06108,0.05938,0.05297,0.02793,0.05756,0.05513,0.04544,0
1026394,477,480,452,452,452,453,479,452,452,452,479,0.26344,0.24774,0.23717,0.23491,0.2393,0.26344,0.16951,0.23268,0.23258,0.20767,0
1026443,736,789,711,710,712,736,736,710,710,736,736,0.03421,0.02708,0.00993,0.01123,0.0343,0.01099,0.02221,0.00983,0.00973,0.00963,0
1026445,364,364,361,361,395,361,364,361,361,361,364,0.07261,0.0481,0.06998,0.06998,0.0726,0.06322,0.03674,0.06988,0.06978,0.06084,0
1026446,353,353,351,351,353,351,353,351,351,351,351,0.05796,0.06484,0.04956,0.04956,0.05229,0.06484,0.0438,0.04946,0.04936,0.041,0
1026492,601,594,590,593,589,589,601,593,592,591,588,0.11704,0.12638,0.09685,0.09346,0.12638,0.10486,0.08826,0.09336,0.09172,0.08939,0
1026576,663,638,659,659,661,661,663,659,659,661,658,0.10503,0.09986,0.10351,0.10504,0.10194,0.09719,0.07694,0.10198,0.10043,0.07709,0
1026578,728,723,733,733,733,735,728,733,733,733,728,0.06058,0.07563,0.07283,0.0742,0.07563,0.07489,0.05004,0.07145,0.07009,0.06759,0
1026631,419,422,423,423,423,423,422,423,423,423,422,0.14961,0.11768,0.14479,0.14961,0.14221,0.14947,0.06301,0.14241,0.13992,0.1285,0
1026698,340,340,339,339,340,339,340,339,339,339,340,0.11395,0.10286,0.10525,0.11401,0.11395,0.10503,0.08237,0.10515,0.10505,0.0961,0
1026733,332,332,458,443,443,435,332,443,443,427,332,0.39755,0.51674,0.51674,0.44935,0.43959,0.43124,0.31987,0.43356,0.42311,0.33752,0
1026974,368,369,394,364,394,364,368,394,394,364,364,0.05919,0.06177,0.05634,0.06187,0.06137,0.05064,0.05219,0.05624,0.05614,0.05054,0
1026977,462,462,464,464,464,464,462,464,464,464,462,0.08635,0.07601,0.08645,0.0822,0.08636,0.08302,0.06799,0.0821,0.082,0.07484,0
1027077,456,633,631,631,649,631,631,631,631,631,631,0.05106,0.06056,0.04443,0.04294,0.06057,0.05147,0.03908,0.04284,0.04274,0.03822,0
1027136,257,257,258,258,275,258,257,258,258,258,258,0.06687,0.06832,0.0435,0.03965,0.06833,0.05739,0.04702,0.03955,0.03533,0.02986,0
1027165,656,656,670,670,670,669,656,670,670,669,656,0.07639,0.05899,0.07038,0.07336,0.07639,0.07561,0.04294,0.0689,0.06743,0.06553,0
1027183,886,843,888,894,894,894,897,894,894,894,897,0.09905,0.1384,0.1384,0.11863,0.11643,0.10383,0.06936,0.11368,0.11133,0.08861,0
1027184,896,900,896,896,896,887,896,896,896,896,896,0.12234,0.13895,0.13895,0.13894,0.13107,0.13273,0.09565,0.13324,0.13097,0.11224,0
1027209,721,721,722,722,722,722,721,722,722,722,722,0.20346,0.18989,0.18839,0.18979,0.18981,0.20346,0.16039,0.18273,0.17988,0.15982,0
1027219,527,527,527,527,530,522,527,527,527,527,527,0.05268,0.04427,0.05089,0.05277,0.04708,0.05031,0.03126,0.04708,0.04698,0.04381,0
1027284,702,709,839,701,701,617,699,701,701,701,699,0.19593,0.19982,0.197,0.19982,0.19774,0.18132,0.10757,0.19273,0.191,0.16883,0
1027373,771,771,771,771,771,771,772,771,771,771,772,0.06661,0.05891,0.06395,0.06528,0.0666,0.06314,0.03175,0.06263,0.0613,0.05479,0
1027394,323,323,322,322,350,322,323,322,322,322,323,0.08052,0.08233,0.07766,0.0715,0.07773,0.08234,0.04733,0.0714,0.06828,0.0642,0
1027444,269,268,269,269,269,258,268,269,269,269,269,0.24657,0.2837,0.23212,0.23217,0.22651,0.2837,0.1976,0.22839,0.2198,0.18936,0
1027512,523,522,522,522,522,522,522,522,522,522,522,0.17586,0.18771,0.18772,0.18383,0.18023,0.16628,0.13002,0.18003,0.17632,0.14927,0
1027531,454,461,455,455,455,455,459,455,455,455,459,0.26296,0.28134,0.2473,0.24511,0.2472,0.28134,0.1779,0.24292,0.24282,0.24272,0
1027532,411,407,426,426,413,420,406,426,417,417,400,0.28602,0.28569,0.26736,0.26963,0.28602,0.25816,0.22006,0.26726,0.22981,0.21697,0
1027544,286,286,288,286,288,286,286,288,288,286,286,0.18968,0.18854,0.18969,0.18977,0.18606,0.16996,0.1201,0.18263,0.18253,0.13234,0
1027572,333,346,336,336,336,336,333,336,336,336,333,0.41389,0.44117,0.41938,0.42856,0.41356,0.44117,0.35436,0.41649,0.41041,0.39269,0
1027791,318,343,322,322,322,321,318,322,322,321,318,0.21372,0.23227,0.23096,0.23227,0.23079,0.21582,0.13834,0.22537,0.21816,0.1958,0
1027823,361,361,361,357,372,376,361,357,372,372,361,0.04605,0.03976,0.0405,0.04605,0.04368,0.04453,0.02564,0.0404,0.03809,0.03003,0
1027845,837,740,687,887,741,687,880,881,881,881,880,0.02255,0.01147,0.02004,0.02218,0.02254,0.01772,0.00708,0.01994,0.01984,0.01762,0
1027864,673,673,631,678,609,673,673,678,670,683,683,0.13503,0.14609,0.1114,0.11106,0.14608,0.10765,0.11858,0.10662,0.10223,0.09589,0
1027873,677,707,704,707,707,677,707,707,707,707,707,0.07833,0.06998,0.07832,0.05905,0.06042,0.0511,0.05966,0.05895,0.05607,0.04352,0
1027883,385,395,397,397,397,402,395,397,397,402,395,0.22986,0.21196,0.22986,0.22472,0.22207,0.21663,0.15965,0.22218,0.21957,0.19676,0
1028009,3723,3730,3688,3703,3622,3699,3720,3696,3691,3699,3720,0.02888,0.02793,0.02888,0.02805,0.0288,0.02625,0.017,0.02642,0.02614,0.02365,0
1028288,539,538,541,541,541,541,539,541,541,541,539,0.12589,0.12842,0.12655,0.12842,0.12465,0.12432,0.08714,0.12469,0.12093,0.11504,0
1028298,354,359,351,369,355,351,355,351,351,351,355,0.14197,0.13157,0.10473,0.14208,0.11665,0.12922,0.08094,0.10184,0.10174,0.09146,0
1028378,271,271,272,272,272,272,271,272,272,272,272,0.01534,0.02263,0.01516,0.01516,0.02263,0.01139,0.01524,0.01506,0.01496,0.01129,0
1028571,1843,1843,1826,1826,1828,1826,1844,1826,1826,1826,1844,0.05882,0.07388,0.07126,0.06958,0.07172,0.07388,0.04746,0.06847,0.06837,0.06149,0
1028590,1014,1013,1020,1022,1020,1017,1013,1020,1017,1017,1013,0.03733,0.04224,0.03919,0.03918,0.03812,0.04224,0.03224,0.03722,0.03712,0.03522,0
1028591,185,185,184,185,185,185,185,185,185,185,185,0.04005,0.03426,0.04024,0.04024,0.04014,0.03972,0.02905,0.04014,0.04004,0.03445,0
1028598,1100,1100,1124,1124,1107,1124,1100,1124,1124,1124,1100,0.09347,0.11035,0.1049,0.10402,0.10393,0.11035,0.07038,0.10313,0.10303,0.0959,0
1028633,346,346,345,345,348,345,346,345,345,345,346,0.04105,0.05816,0.05817,0.05247,0.05785,0.05775,0.03482,0.05237,0.05075,0.04009,0
1028635,317,316,316,316,316,315,316,316,316,316,316,0.04812,0.04102,0.03863,0.03557,0.04197,0.04813,0.03155,0.03547,0.03231,0.03221,0
1028636,345,348,371,371,346,371,348,371,371,371,348,0.04099,0.04326,0.04022,0.03756,0.04326,0.04113,0.02893,0.03746,0.03736,0.03369,0
1028758,349,347,351,351,351,351,348,351,351,351,348,0.07879,0.07383,0.07889,0.07309,0.07021,0.05828,0.05209,0.07021,0.07011,0.05682,0
1028764,602,638,604,645,605,604,602,604,604,604,602,0.16449,0.16374,0.16296,0.16459,0.15959,0.15391,0.10984,0.15806,0.15796,0.14266,0
1028767,285,285,298,298,298,298,285,298,298,298,285,0.21069,0.25882,0.25883,0.24104,0.23406,0.25616,0.18213,0.23766,0.23063,0.20447,0
1028932,751,751,752,752,752,751,751,752,752,752,752,0.04199,0.04327,0.03931,0.03674,0.04326,0.03833,0.03582,0.03664,0.03654,0.02986,0
1028993,546,546,550,550,634,513,546,550,513,513,509,0.04103,0.05787,0.04333,0.04338,0.05787,0.03955,0.03572,0.04152,0.03547,0.03147,0
1029043,552,546,556,556,556,556,548,556,556,556,548,0.10466,0.11244,0.11244,0.11072,0.1102,0.11011,0.06807,0.11062,0.10765,0.09962,0
1029077,625,633,646,635,635,635,633,635,635,635,633,0.11568,0.12023,0.12023,0.11548,0.10927,0.10094,0.08051,0.11082,0.10771,0.09077,0
1029121,1187,1182,1185,1186,1113,1187,1187,1186,1186,1186,1187,0.00941,0.04634,0.04476,0.04476,0.04466,0.04634,0.00866,0.04466,0.04456,0.04377,0
1029122,1045,1044,1039,1047,1047,1018,1045,1047,1047,1047,1045,0.09468,0.07924,0.09467,0.08266,0.0824,0.08475,0.06011,0.08073,0.07869,0.07418,0
1029160,1010,1010,1012,1012,978,1012,1010,1012,1012,1012,1010,0.06687,0.07438,0.05107,0.05297,0.07438,0.0538,0.04342,0.05097,0.05087,0.04782,0
1029184,466,464,448,448,504,448,463,448,448,448,463,0.17285,0.17547,0.16262,0.16475,0.17151,0.17546,0.09198,0.16252,0.16029,0.15297,0
1029203,1122,1128,1118,1118,1118,1096,1123,1118,1118,1118,1123,0.15193,0.16296,0.15824,0.16102,0.16109,0.16296,0.101,0.15467,0.15108,0.14023,0
1029204,993,1043,982,999,999,999,995,999,999,999,995,0.17764,0.17927,0.16587,0.16786,0.16818,0.17927,0.13148,0.16277,0.16093,0.15284,0
1029263,768,763,756,756,756,755,761,756,756,756,761,0.06846,0.06278,0.06678,0.06277,0.06544,0.06846,0.03643,0.06145,0.06011,0.05476,0
1029367,306,302,304,304,304,304,303,304,304,304,303,0.35005,0.31641,0.29147,0.28175,0.28482,0.35006,0.16288,0.28165,0.28155,0.28145,0
1029368,252,250,249,252,252,252,252,252,252,252,252,0.20447,0.22267,0.22267,0.20552,0.19365,0.17777,0.15177,0.19753,0.19355,0.16946,0
1029369,230,230,235,241,235,235,230,235,235,235,230,0.45205,0.42402,0.44376,0.45204,0.44529,0.44972,0.3515,0.44366,0.43812,0.41304,0
1029474,349,367,349,349,349,349,349,349,349,349,349,0.02199,0.03849,0.03003,0.03003,0.03272,0.03848,0.02128,0.02993,0.02983,0.02401,0
1029563,1582,1295,1596,1596,1596,1530,1582,1596,1596,1593,1582,0.03716,0.07212,0.0714,0.07078,0.07211,0.06857,0.01357,0.07015,0.06893,0.06639,0
1029818,462,388,459,459,459,298,461,459,459,459,461,0.05181,0.07214,0.07213,0.06992,0.06562,0.06402,0.02703,0.06772,0.06552,0.05632,0
1029824,701,704,773,773,773,773,704,773,773,773,704,0.20372,0.09883,0.18864,0.18865,0.18997,0.20372,0.04904,0.18603,0.1834,0.18226,0
1029825,732,822,706,706,706,706,732,706,706,706,732,0.20258,0.12778,0.19541,0.20268,0.19531,0.19846,0.05678,0.19253,0.19243,0.17312,0
1029872,524,622,561,626,626,625,621,626,626,627,621,0.18936,0.22642,0.17924,0.17785,0.17631,0.22642,0.12119,0.17195,0.16989,0.16893,0
1029873,432,432,427,427,427,427,432,427,427,427,432,0.13737,0.13987,0.13049,0.13049,0.12812,0.13987,0.1181,0.13039,0.12802,0.12792,0
1029918,625,624,626,626,626,626,625,626,626,626,625,0.04325,0.02331,0.04184,0.04335,0.04325,0.04014,0.01291,0.04174,0.04164,0.03194,0
1029919,592,572,595,595,601,595,592,595,595,595,592,0.08064,0.12608,0.12263,0.12608,0.12274,0.12415,0.03711,0.11749,0.11583,0.11044,0
1030025,906,872,925,925,695,925,906,925,925,925,925,0.16081,0.16764,0.1006,0.10086,0.16764,0.09182,0.13075,0.09746,0.09566,0.08858,0
1030059,1138,1137,1143,1143,1143,1143,1139,1143,1143,1143,1139,0.11739,0.11146,0.1174,0.11481,0.11307,0.11392,0.07668,0.1139,0.11215,0.10682,0
1030218,458,458,459,478,488,458,458,488,488,458,458,0.16247,0.15257,0.11751,0.12639,0.11187,0.16247,0.12921,0.11537,0.11177,0.09345,0
1030236,291,291,303,303,262,303,291,303,303,303,291,0.14195,0.10904,0.12863,0.12524,0.14195,0.11997,0.09056,0.12188,0.12178,0.09417,0
1030237,441,423,427,427,427,402,423,427,427,427,427,0.09923,0.10029,0.09044,0.08565,0.10029,0.06814,0.09234,0.08082,0.08072,0.05139,0
1030238,481,479,481,481,481,480,479,481,481,481,479,0.08395,0.10736,0.09016,0.09019,0.08812,0.10736,0.05725,0.08595,0.08178,0.08168,0
1030392,1208,1202,1207,1202,1202,1197,1202,1202,1202,1202,1202,0.04501,0.04191,0.04354,0.0427,0.04258,0.04502,0.02853,0.04102,0.04009,0.03309,0
1030413,667,680,670,670,671,667,667,670,670,667,667,0.05424,0.06927,0.05628,0.05603,0.06927,0.04359,0.0491,0.05312,0.0459,0.03129,0
1030474,869,866,912,874,913,908,867,912,912,912,867,0.13985,0.12955,0.13525,0.13757,0.13986,0.12666,0.09673,0.13407,0.1329,0.10853,0
1030622,527,527,534,534,510,534,527,534,534,534,521,0.0821,0.08182,0.0803,0.0821,0.0821,0.07221,0.06688,0.0802,0.0801,0.06145,0
1030653,971,973,969,969,970,968,972,969,969,969,969,0.0917,0.09352,0.05764,0.05764,0.09353,0.05828,0.0654,0.05754,0.05744,0.05151,0
1030737,222,228,222,222,222,222,222,222,222,222,222,0.18665,0.15111,0.18677,0.18208,0.18665,0.16092,0.11705,0.17745,0.17735,0.13226,0
1030768,584,587,583,583,583,581,587,583,583,581,581,0.13373,0.15947,0.15913,0.15948,0.15853,0.12291,0.09744,0.15413,0.15106,0.09401,0
1030846,2143,2143,2063,2144,2144,2063,2143,2144,2144,2143,2143,0.10349,0.08825,0.09366,0.09578,0.09557,0.10349,0.05711,0.0922,0.09031,0.08493,0
1030923,1198,1200,1199,1199,1199,1054,1198,1199,1199,1198,1198,0.02985,0.02618,0.01702,0.01618,0.01692,0.02985,0.02198,0.01535,0.01525,0.01218,0
1030970,1503,1503,1502,1502,1505,1502,1503,1502,1502,1502,1502,0.01673,0.01864,0.01132,0.01132,0.01865,0.00896,0.01299,0.01122,0.01057,0.0067,0
1031005,389,388,383,385,386,366,388,385,385,385,385,0.28929,0.28456,0.28929,0.27196,0.26809,0.225,0.22205,0.26186,0.25303,0.18193,0
1031030,405,404,392,392,392,394,405,392,392,392,405,0.07206,0.12239,0.12014,0.12014,0.12239,0.10653,0.03943,0.12004,0.11475,0.10284,0
1031174,307,306,306,306,336,306,306,306,306,306,306,0.07036,0.07584,0.06599,0.06599,0.0692,0.07584,0.04695,0.06269,0.06259,0.05725,0
1031212,327,330,327,327,327,327,327,327,327,327,327,0.02285,0.02888,0.02281,0.02888,0.01974,0.02017,0.02275,0.02271,0.01964,0.01526,0
1031343,349,349,346,346,346,346,349,346,346,346,346,0.24473,0.24287,0.11218,0.11497,0.24473,0.1166,0.17914,0.11208,0.11013,0.10265,0
1031529,358,358,359,359,359,359,358,359,359,359,358,0.03774,0.06984,0.06712,0.06984,0.06705,0.06858,0.02124,0.06702,0.06421,0.0607,0
1031530,355,354,359,359,359,359,354,359,359,359,354,0.09895,0.1139,0.10344,0.10618,0.11177,0.1139,0.06349,0.10334,0.10324,0.09698,0
1031578,788,767,788,788,788,788,788,788,788,788,788,0.02308,0.0273,0.02739,0.02494,0.02729,0.01718,0.01923,0.02484,0.02474,0.01708,0
1031592,1103,1091,1103,1103,993,1103,1103,1103,1103,1103,1103,0.01739,0.02078,0.01916,0.02088,0.01998,0.01702,0.01583,0.01906,0.01896,0.01525,0
1031650,486,488,492,492,492,536,488,492,492,536,488,0.02185,0.03051,0.03061,0.02868,0.02858,0.02249,0.00913,0.02858,0.02848,0.02239,0
1031709,372,350,356,356,356,356,349,356,356,356,347,0.13527,0.13354,0.10511,0.10233,0.09949,0.13526,0.08683,0.09951,0.09669,0.08807,0
1031818,2101,2147,2109,2109,2036,2109,2104,2109,2109,2109,2089,0.13728,0.1414,0.13532,0.13292,0.1306,0.14141,0.11808,0.13244,0.1291,0.12498,0
1031952,655,659,662,662,664,661,660,662,662,662,660,0.17086,0.22039,0.20516,0.20494,0.20343,0.22038,0.12829,0.1989,0.19574,0.18045,0
1032091,1239,1236,1227,1227,1229,1228,1237,1227,1227,1228,1228,0.07741,0.07636,0.05194,0.04945,0.07741,0.05161,0.06365,0.04629,0.04619,0.03997,0
1032123,1371,1386,1377,1377,1377,1319,1381,1377,1377,1377,1381,0.03153,0.02333,0.02768,0.02914,0.0306,0.03153,0.01498,0.02695,0.02621,0.02262,0
1032165,710,676,736,736,747,736,676,736,736,736,676,0.07507,0.05886,0.07079,0.07219,0.06997,0.07507,0.04832,0.0666,0.06538,0.05666,0
1032175,1491,1514,1457,1493,1433,1485,1491,1493,1493,1493,1491,0.09573,0.10579,0.07097,0.07091,0.1058,0.0777,0.04613,0.06823,0.06813,0.06298,0
1032210,118,118,118,118,124,118,118,118,118,118,118,0.07798,0.10788,0.10778,0.09946,0.09937,0.10788,0.05353,0.09936,0.09095,0.09085,0
1032879,425,425,422,425,387,378,425,425,425,425,425,0.07215,0.09279,0.09289,0.06309,0.0632,0.06017,0.05432,0.06071,0.06061,0.05129,0
1033021,362,362,372,372,372,372,362,372,372,373,362,0.2206,0.20313,0.19248,0.19507,0.19778,0.22059,0.15264,0.19238,0.18969,0.18424,0
1033067,1197,1205,1209,1208,1179,1206,1199,1209,1209,1207,1199,0.07951,0.10894,0.10711,0.1071,0.10895,0.10848,0.05055,0.10543,0.10463,0.08862,0
1033240,821,822,822,822,822,822,822,822,822,822,822,0.06721,0.04918,0.05811,0.05924,0.05802,0.06721,0.0324,0.05801,0.05556,0.05267,0
1033241,600,600,594,593,594,594,600,594,594,594,600,0.17665,0.20743,0.20743,0.20399,0.20614,0.18448,0.14242,0.20054,0.1973,0.15695,0
1033242,729,729,574,715,650,693,729,716,716,716,716,0.13488,0.15225,0.02748,0.02498,0.15225,0.01674,0.12665,0.0222,0.0221,0.01026,0
1033256,770,770,752,770,770,770,770,770,770,770,770,0.01884,0.01593,0.01521,0.01641,0.01631,0.01883,0.01344,0.01511,0.01501,0.01491,0
1033268,123,123,126,126,126,126,123,126,126,126,123,0.12132,0.09572,0.11369,0.11369,0.12133,0.11804,0.05336,0.11359,0.11349,0.10352,0
1033382,365,352,496,380,501,376,365,501,501,375,365,0.09476,0.08721,0.09089,0.09342,0.09476,0.09429,0.0683,0.09079,0.09069,0.08712,0
1033481,196,196,196,196,270,196,196,196,196,196,196,0.12592,0.13683,0.0908,0.09585,0.10626,0.13683,0.09345,0.0907,0.0906,0.08957,0
1033523,268,267,301,276,301,276,267,301,301,276,267,0.05321,0.05638,0.05248,0.05639,0.04591,0.04227,0.03455,0.04915,0.04581,0.04217,0
1033708,1073,1069,1017,1073,1073,1030,1073,1073,1073,1086,1073,0.02794,0.02453,0.02794,0.0269,0.02691,0.02091,0.01666,0.02597,0.02504,0.02081,0
1033755,330,340,339,339,339,339,337,339,339,339,337,0.1427,0.18397,0.16212,0.16502,0.16202,0.18397,0.09636,0.16202,0.15903,0.15567,0
1033785,878,878,898,895,895,896,878,895,895,895,895,0.01727,0.01448,0.01737,0.00717,0.00707,0.00596,0.01118,0.00707,0.00697,0.00586,0
1034010,238,238,239,239,239,239,238,239,239,239,238,0.02582,0.03506,0.03095,0.03507,0.02671,0.02645,0.01742,0.03085,0.02661,0.02228,0
1034011,264,263,263,263,263,263,263,263,263,263,263,0.03796,0.03706,0.03428,0.03428,0.03796,0.03384,0.02557,0.03418,0.03408,0.03009,0
1034114,257,257,256,256,256,256,257,256,256,256,256,0.09593,0.09928,0.08736,0.08736,0.09929,0.07453,0.0734,0.08345,0.08335,0.06283,0
1034137,323,323,323,323,324,323,323,323,323,323,323,0.12543,0.09859,0.12091,0.12091,0.12377,0.12543,0.0926,0.12081,0.12071,0.10069,0
1034203,164,164,167,167,167,167,164,167,167,167,164,0.1522,0.11698,0.13833,0.1324,0.14435,0.1522,0.09356,0.1323,0.1322,0.12361,0
1034390,360,360,360,360,360,369,360,360,360,360,360,0.06493,0.10134,0.0935,0.0935,0.09608,0.10135,0.05442,0.0934,0.0933,0.0726,0
1034391,481,481,471,471,474,430,481,471,474,474,474,0.0524,0.06636,0.05846,0.05846,0.06265,0.06636,0.04547,0.05836,0.05826,0.04855,0
1034480,581,581,581,581,584,581,581,581,581,581,581,0.09186,0.07251,0.08915,0.08916,0.09081,0.09186,0.0507,0.08568,0.0839,0.07002,0
1034483,609,609,610,610,610,610,609,610,610,610,610,0.12202,0.10783,0.12034,0.12034,0.12202,0.10576,0.09105,0.11868,0.11702,0.08287,0
1034705,245,245,246,246,313,246,245,246,246,246,245,0.05558,0.03692,0.05464,0.05464,0.05057,0.05559,0.01967,0.05454,0.05047,0.04479,0
1034720,369,369,369,369,369,316,369,369,369,369,369,0.09053,0.07843,0.0905,0.09053,0.08479,0.07922,0.05574,0.08501,0.08302,0.07134,0
1034723,524,521,523,523,522,514,524,523,522,522,524,0.06715,0.07779,0.077,0.07505,0.07126,0.0778,0.04498,0.0731,0.07116,0.06412,0
