,OMA_group,Mus,Rattus,Pan,Homo,Gorilla,Macaca,V2,V5,V7,V9,root
1139,597891,0.01579,0.0458,0.00979,0.0001,0.0001,0.0001,0.03347,0.00191,0.00961,0.05797,0.0
1140,598766,0.02353,0.05331,0.0053,0.00458,0.00714,0.01245,0.04647,0.00593,0.02748,0.06106,0.0
1141,600536,0.05931,0.05597,0.0001,0.00312,0.01278,0.01229,0.06593,0.00307,0.00995,0.10251,0.0
1142,600537,0.03821,0.08352,0.00298,0.0001,0.01518,0.0738,0.05512,0.0001,0.03089,0.06484,0.0
1143,601126,0.03993,0.08508,0.00786,0.00259,0.0078,0.02381,0.0348,0.0001,0.01418,0.09607,0.0
1144,601278,0.03582,0.05188,0.0042,0.00434,0.01297,0.02595,0.17038,0.00174,0.01565,0.19364,0.0
1145,601740,0.03652,0.03189,0.003,0.01379,0.00555,0.01129,0.09638,0.00867,0.01424,0.09619,0.0
1146,601741,0.05087,0.0278,0.00601,0.00402,0.00374,0.0355,0.13482,0.00234,0.00838,0.15019,0.0
1147,602803,0.01858,0.08062,0.00113,0.0001,0.00568,0.00324,0.01905,0.00113,0.00358,0.09041,0.0
1148,602806,0.08161,0.0134,0.00626,0.00125,0.00845,0.05862,0.09524,0.00666,0.01929,0.11823,0.0
1149,602809,0.05073,0.04694,0.0116,0.00927,0.01044,0.04614,0.19128,0.00571,0.02935,0.19535,0.0
1150,602812,0.10683,0.08309,0.0103,0.00685,0.01501,0.03066,0.17371,0.0043,0.02238,0.24315,0.0
1151,603109,0.03311,0.026,0.0001,0.0001,0.03614,0.00603,0.07213,0.00139,0.01127,0.05782,0.0
1152,603113,0.00797,0.00319,0.00167,0.00167,0.0001,0.00123,0.01606,0.00083,0.00382,0.01771,0.0
1153,603150,0.01361,0.0036,0.00118,0.00355,0.00246,0.00176,0.00459,0.0001,0.00178,0.01287,0.0
1154,603188,0.01329,0.01866,0.0001,0.00311,0.00311,0.01044,0.03902,0.0001,0.01103,0.04354,0.0
1155,603191,0.02193,0.01164,0.0001,0.0001,0.00364,0.00789,0.02114,0.0001,0.00514,0.03429,0.0
1156,603195,0.02074,0.0133,0.00246,0.00123,0.00521,0.00456,0.01692,0.0001,0.00658,0.02588,0.0
1157,603200,0.01781,0.01264,0.00491,0.00167,0.00737,0.01263,0.02925,0.00081,0.00564,0.03406,0.0
1158,603201,0.0229,0.00925,0.00297,0.0001,0.00334,0.03727,0.03769,0.00148,0.00746,0.02332,0.0
1159,603202,0.02768,0.01228,0.0001,0.00105,0.0001,0.01229,0.04068,0.00226,0.00462,0.05606,0.0
1160,603204,0.01305,0.0099,0.00086,0.00434,0.00266,0.00859,0.03119,0.00182,0.00547,0.03261,0.0
1161,603208,0.02376,0.04967,0.00641,0.0001,0.00124,0.00472,0.02125,0.0001,0.01043,0.05408,0.0
1162,603217,0.03658,0.0239,0.00229,0.0001,0.00459,0.00208,0.03629,0.0001,0.00715,0.06113,0.0
1163,603220,0.02347,0.02917,0.00597,0.00297,0.01203,0.02102,0.05333,0.0001,0.00997,0.0605,0.0
1164,603227,0.01822,0.01654,0.00288,0.00289,0.00288,0.01547,0.02226,0.00094,0.00423,0.02501,0.0
1165,603230,0.01341,0.02007,0.00271,0.0009,0.0036,0.01593,0.0383,0.0001,0.00382,0.04244,0.0
1166,603658,0.00248,0.0057,0.0001,0.00162,0.00843,0.00481,0.01182,0.00819,0.00325,0.00446,0.0
1167,603771,0.01471,0.01486,0.00216,0.00162,0.00402,0.00587,0.01825,0.00054,0.00282,0.02628,0.0
1168,603772,0.00866,0.01286,0.00056,0.00056,0.00154,0.00213,0.01276,0.00075,0.00185,0.02222,0.0
1169,603937,0.04243,0.02755,0.00459,0.00397,0.00186,0.01978,0.07332,0.00244,0.01127,0.09597,0.0
1170,603985,0.00839,0.00418,0.0001,0.0001,0.0001,0.01031,0.02955,0.0041,0.01055,0.02328,0.0
1171,604080,0.04101,0.0505,0.00384,0.0001,0.01605,0.02967,0.11761,0.00352,0.01078,0.13844,0.0
1172,604209,0.01456,0.01562,0.0001,0.00156,0.00469,0.00495,0.03336,0.0001,0.0063,0.03799,0.0
1173,604251,0.11105,0.1518,0.0139,0.00195,0.01299,0.05027,0.33279,0.00524,0.02978,0.43432,0.0
1174,604401,0.03781,0.04086,0.00221,0.00127,0.09714,0.00929,0.10106,0.00136,0.01502,0.02977,0.0
1175,604469,0.05169,0.02921,0.0027,0.00403,0.00951,0.00948,0.09686,0.00134,0.00793,0.13111,0.0
1176,604470,0.04874,0.02385,0.00669,0.0001,0.00132,0.00633,0.07362,0.00267,0.00834,0.10467,0.0
1177,604521,0.04782,0.02175,0.0001,0.0001,0.0001,0.00287,0.00918,0.00337,0.00728,0.04636,0.0
1178,604544,0.00905,0.00283,0.00494,0.00488,0.00791,0.0182,0.0913,0.00443,0.00938,0.0816,0.0
1179,604656,0.00396,0.00775,0.00246,0.00082,0.00166,0.00105,0.01543,0.00079,0.0001,0.01994,0.0
1180,604657,0.03529,0.03631,0.00367,0.0051,0.01126,0.0302,0.08334,0.00494,0.01172,0.08945,0.0
1181,604852,0.01941,0.02096,0.0001,0.00209,0.00209,0.01191,0.03242,0.0001,0.00288,0.04147,0.0
1182,604867,0.00314,0.02011,0.0001,0.00445,0.0001,0.00683,0.0352,0.00222,0.00435,0.04429,0.0
1183,604891,0.03215,0.04597,0.00438,0.00257,0.00906,0.02029,0.06646,0.00203,0.01246,0.09092,0.0
1184,605210,0.09244,0.03279,0.0001,0.00814,0.0001,0.02344,0.10657,0.00404,0.02623,0.16061,0.0
1185,605249,0.01459,0.0095,0.00468,0.00467,0.02492,0.02894,0.08546,0.01361,0.01097,0.06415,0.0
1186,605289,0.07794,0.11831,0.00442,0.00439,0.00442,0.01611,0.09272,0.0001,0.0252,0.18141,0.0
1187,605364,0.06887,0.04615,0.00322,0.00177,0.00684,0.00566,0.07901,0.0016,0.02141,0.11962,0.0
1188,605375,0.02635,0.017,0.0001,0.00652,0.06435,0.00523,0.08098,0.01099,0.0102,0.03277,0.0
1189,605499,0.12026,0.12058,0.0177,0.00555,0.01308,0.05418,0.22797,0.00502,0.01993,0.29437,0.0
1190,605866,0.10643,0.08622,0.0001,0.00544,0.00544,0.0408,0.10018,0.00539,0.01084,0.16581,0.0
1191,606792,0.01397,0.0321,0.0001,0.0001,0.00165,0.006,0.00844,0.00149,0.00149,0.03454,0.0
1192,606822,0.00895,0.05496,0.00424,0.00792,0.00806,0.01347,0.12916,0.0041,0.04077,0.13133,0.0
1193,607280,0.01915,0.02979,0.00205,0.00828,0.00411,0.01841,0.04957,0.00207,0.00452,0.06094,0.0
1194,607691,0.03892,0.02487,0.00606,0.0001,0.00608,0.0001,0.0412,0.00608,0.01216,0.05581,0.0
1195,611368,0.0001,0.01867,0.0001,0.00461,0.00462,0.0001,0.02388,0.00458,0.00466,0.02871,0.0
1196,611370,0.00828,0.00766,0.00535,0.00378,0.03902,0.02856,0.08737,0.0001,0.03432,0.02231,0.0
1197,611407,0.01237,0.01242,0.00403,0.0001,0.0001,0.00812,0.01661,0.0001,0.00802,0.01698,0.0
1198,611419,0.0001,0.01455,0.0001,0.0001,0.01938,0.0001,0.01695,0.0001,0.00477,0.00736,0.0
1199,611424,0.04743,0.06263,0.0001,0.01462,0.01617,0.03516,0.11973,0.00833,0.03895,0.12045,0.0
1200,611455,0.00495,0.0001,0.0001,0.0001,0.0001,0.0001,0.00503,0.00502,0.0001,0.00496,0.0
1201,612513,0.06122,0.03505,0.0001,0.0001,0.00494,0.03206,0.03245,0.0001,0.00429,0.06161,0.0
1202,612516,0.03372,0.03598,0.01063,0.00797,0.00797,0.06152,0.06701,0.00263,0.02117,0.04147,0.0
1203,613027,0.00794,0.07053,0.0001,0.0001,0.00385,0.01512,0.03019,0.00385,0.01644,0.08042,0.0
1204,613030,0.03448,0.03391,0.0001,0.0001,0.0001,0.0045,0.04131,0.00778,0.02327,0.04473,0.0
1205,613058,0.03123,0.02905,0.00302,0.0001,0.0001,0.02188,0.07317,0.0001,0.00262,0.08252,0.0
1206,613086,0.01508,0.02347,0.0001,0.0001,0.00318,0.01307,0.03966,0.0001,0.01838,0.04157,0.0
1207,613094,0.05183,0.04778,0.0001,0.0001,0.00324,0.01252,0.03428,0.00321,0.00374,0.07359,0.0
1208,613095,0.05119,0.04334,0.00307,0.00305,0.01068,0.01651,0.0898,0.00776,0.00344,0.12448,0.0
1209,613097,0.09891,0.05617,0.00772,0.00655,0.00989,0.02059,0.09874,0.0001,0.02305,0.16471,0.0
1210,613102,0.01221,0.02292,0.0001,0.00598,0.00299,0.0001,0.04966,0.0001,0.00299,0.06361,0.0
1211,613119,0.04625,0.03035,0.00456,0.00968,0.00601,0.01824,0.06456,0.00456,0.0001,0.09257,0.0
1212,613120,0.02055,0.01168,0.00292,0.00292,0.00583,0.01486,0.06136,0.00311,0.01167,0.0642,0.0
1213,613134,0.04131,0.03671,0.00998,0.00664,0.00332,0.0236,0.07984,0.0001,0.01084,0.09755,0.0
1214,613220,0.05742,0.08975,0.0001,0.0034,0.00603,0.01673,0.06837,0.00777,0.0154,0.13155,0.0
1215,613269,0.12789,0.08698,0.00521,0.00261,0.00521,0.04856,0.20655,0.0001,0.02899,0.28588,0.0
1216,616388,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1217,616443,0.03274,0.01343,0.0001,0.00131,0.01466,0.00751,0.04351,0.00127,0.00853,0.05306,0.0
1218,616445,0.0001,0.01505,0.00105,0.00317,0.00107,0.00342,0.02311,0.0001,0.0084,0.0266,0.0
1219,616447,0.02397,0.01298,0.0015,0.00284,0.0001,0.01259,0.04394,0.00339,0.00385,0.05532,0.0
1220,616848,0.00545,0.10569,0.0001,0.00295,0.00281,0.01224,0.02102,0.00309,0.0001,0.11446,0.0
1221,617030,0.01037,0.03854,0.00266,0.07109,0.0001,0.01309,0.0619,0.00267,0.01136,0.01531,0.0
1222,617571,0.05452,0.05171,0.00806,0.005,0.07696,0.02335,0.09754,0.00215,0.02025,0.05485,0.0
1223,617959,0.01454,0.03001,0.00485,0.00605,0.00232,0.00635,0.04401,0.00147,0.01143,0.05506,0.0
1224,618016,0.00357,0.0131,0.00445,0.00448,0.0001,0.00315,0.02426,0.00225,0.00586,0.02477,0.0
1225,618540,0.05271,0.02521,0.00256,0.00255,0.00256,0.00844,0.07706,0.0001,0.00965,0.11756,0.0
1226,618830,0.03141,0.01317,0.00405,0.00404,0.00405,0.00534,0.06612,0.0001,0.0048,0.08868,0.0
1227,618841,0.01251,0.01379,0.002,0.00593,0.002,0.01155,0.03517,0.00198,0.00302,0.0374,0.0
1228,619640,0.02955,0.11066,0.00368,0.00738,0.00599,0.02552,0.08164,0.00139,0.01254,0.16678,0.0
1229,621956,0.02727,0.03618,0.00317,0.01298,0.0001,0.012,0.06168,0.00323,0.00814,0.0735,0.0
1230,621997,0.04185,0.03268,0.00882,0.00218,0.01071,0.0264,0.08693,0.00329,0.0102,0.10238,0.0
1231,621999,0.02473,0.044,0.0001,0.00178,0.00893,0.03941,0.07529,0.00176,0.00883,0.07989,0.0
1232,622318,0.02031,0.05787,0.0019,0.00381,0.0001,0.01343,0.04524,0.0001,0.00391,0.08968,0.0
1233,623822,0.03068,0.03537,0.0037,0.00554,0.02107,0.04154,0.08911,0.00366,0.0154,0.08295,0.0
1234,623824,0.00843,0.02116,0.00127,0.00254,0.00385,0.00746,0.02275,0.0001,0.00282,0.03644,0.0
1235,623883,0.0393,0.06907,0.00585,0.0001,0.00585,0.01721,0.15688,0.00194,0.00874,0.20874,0.0
1236,624032,0.00428,0.01563,0.0001,0.00177,0.0001,0.0053,0.00927,0.00177,0.00178,0.01959,0.0
1237,624036,0.09545,0.01923,0.01682,0.01665,0.01233,0.02704,0.13835,0.0039,0.05057,0.1625,0.0
1238,624229,0.0125,0.01632,0.00367,0.00022,0.0001,0.00589,0.02002,0.00287,0.00754,0.02227,0.0
1239,624230,0.01773,0.03604,0.00385,0.0001,0.0001,0.01272,0.00658,0.0001,0.01126,0.02751,0.0
1240,624349,0.04007,0.02812,0.00375,0.0015,0.0015,0.01113,0.07745,0.00075,0.00968,0.10335,0.0
1241,624376,0.01101,0.01289,0.03877,0.00337,0.00177,0.00617,0.05504,0.00275,0.01408,0.01232,0.0
1242,624377,0.00507,0.00401,0.00151,0.0001,0.00151,0.0001,0.00427,0.0001,0.00151,0.00633,0.0
1243,624456,0.00719,0.00733,0.00091,0.00091,0.00091,0.00405,0.02588,0.0001,0.00788,0.02442,0.0
1244,624460,0.01161,0.02481,0.00172,0.00972,0.00786,0.02948,0.08018,0.0045,0.00958,0.07551,0.0
1245,624620,0.01947,0.02846,0.00956,0.00173,0.0038,0.0302,0.0961,0.00574,0.02125,0.088,0.0
1246,624661,0.03658,0.02199,0.00573,0.0001,0.00528,0.02133,0.02297,0.0001,0.0001,0.03822,0.0
1247,624861,0.05678,0.05988,0.00574,0.00626,0.00629,0.0233,0.07749,0.00195,0.02158,0.10758,0.0
1248,624863,0.03094,0.0282,0.00081,0.0041,0.00492,0.01739,0.10214,0.00249,0.01178,0.1147,0.0
1249,625478,0.01804,0.01787,0.00553,0.00486,0.0077,0.01329,0.09844,0.00072,0.02485,0.08392,0.0
1250,625673,0.0059,0.00316,0.00109,0.0001,0.00328,0.0001,0.01068,0.00109,0.00438,0.00892,0.0
1251,625797,0.01859,0.02769,0.0001,0.0001,0.00475,0.00832,0.10055,0.00475,0.01386,0.10962,0.0
1252,625876,0.01842,0.03879,0.00218,0.0022,0.00664,0.01434,0.04254,0.00219,0.01037,0.06431,0.0
1253,625895,0.11148,0.09338,0.00407,0.00824,0.00819,0.0037,0.17183,0.0001,0.03405,0.24101,0.0
1254,626021,0.02987,0.01751,0.00145,0.00586,0.00587,0.02098,0.095,0.0044,0.01041,0.10389,0.0
1255,626025,0.03095,0.04339,0.00207,0.00414,0.00219,0.01537,0.05536,0.00402,0.00566,0.08338,0.0
1256,626260,0.04567,0.05432,0.00123,0.00371,0.00371,0.01289,0.08344,0.0001,0.01141,0.12264,0.0
1257,626545,0.02502,0.03015,0.00529,0.00528,0.01448,0.01823,0.11106,0.00187,0.03298,0.09375,0.0
1258,628434,0.06129,0.09343,0.0001,0.0001,0.00781,0.02793,0.13007,0.0001,0.02843,0.18725,0.0
1259,628757,0.02146,0.02173,0.0035,0.00263,0.00263,0.00868,0.03667,0.0001,0.00815,0.04675,0.0
1260,628758,0.05905,0.06361,0.00305,0.00405,0.00528,0.01914,0.11603,0.00078,0.00787,0.1605,0.0
1261,628759,0.02171,0.04648,0.00087,0.00087,0.00091,0.01185,0.0882,0.00259,0.00674,0.12283,0.0
1262,629298,0.03204,0.04003,0.00751,0.00374,0.01085,0.02292,0.10813,0.00243,0.01806,0.11925,0.0
1263,630184,0.06652,0.07515,0.00595,0.01577,0.09336,0.06206,0.31965,0.00148,0.04988,0.25157,0.0
1264,632879,0.04652,0.04373,0.00822,0.00414,0.01037,0.04733,0.05053,0.00184,0.02614,0.04972,0.0
1265,633684,0.0001,0.00898,0.00295,0.0001,0.0001,0.0001,0.02298,0.0001,0.00296,0.02605,0.0
1266,634877,0.02233,0.04056,0.0001,0.00233,0.00466,0.00873,0.05525,0.0001,0.00307,0.08707,0.0
1267,635279,0.02271,0.03424,0.00239,0.00721,0.0072,0.04637,0.08799,0.0001,0.01677,0.07587,0.0
1268,635281,0.03793,0.02511,0.0001,0.0024,0.01207,0.03657,0.05486,0.0001,0.0085,0.05622,0.0
1269,635282,0.04439,0.03315,0.00959,0.00722,0.00722,0.01249,0.06625,0.00241,0.01189,0.08674,0.0
1270,635286,0.03134,0.03591,0.00463,0.00463,0.00724,0.02561,0.07255,0.00664,0.00324,0.08285,0.0
1271,637679,0.0492,0.07659,0.00306,0.00153,0.00308,0.0161,0.0879,0.00149,0.01709,0.14285,0.0
1272,637708,0.019,0.01127,0.01245,0.00267,0.00133,0.00754,0.04027,0.00109,0.00166,0.04407,0.0
1273,637709,0.03846,0.03854,0.00361,0.00198,0.01658,0.0113,0.06459,0.00114,0.00692,0.07963,0.0
1274,637796,0.01737,0.01798,0.0001,0.0001,0.00182,0.01069,0.01429,0.0021,0.01074,0.01943,0.0
1275,638051,0.06129,0.04668,0.0001,0.00147,0.00441,0.02964,0.07815,0.0001,0.01582,0.10979,0.0
1276,638137,0.04398,0.04648,0.00433,0.00143,0.00575,0.01737,0.06146,0.00146,0.01339,0.08876,0.0
1277,638141,0.06898,0.08128,0.03075,0.00618,0.0073,0.02828,0.13749,0.0024,0.03238,0.15325,0.0
1278,638268,0.05643,0.05956,0.0055,0.00548,0.00634,0.02544,0.04935,0.00339,0.01325,0.08347,0.0
1279,638985,0.01116,0.02527,0.09817,0.0001,0.0001,0.01205,0.109,0.0001,0.00371,0.0324,0.0
1280,639945,0.08787,0.10177,0.00692,0.01392,0.00724,0.00902,0.15791,0.0001,0.04543,0.20033,0.0
1281,643858,0.06941,0.06016,0.00163,0.00487,0.00481,0.0506,0.1361,0.0017,0.00943,0.15491,0.0
1282,643903,0.03897,0.04404,0.0001,0.00473,0.06913,0.04461,0.09686,0.0001,0.01065,0.06112,0.0
1283,644174,0.0224,0.04407,0.00341,0.0001,0.0001,0.00958,0.07249,0.00714,0.02415,0.08188,0.0
1284,644177,0.03623,0.04969,0.00724,0.00725,0.0001,0.01859,0.09688,0.00361,0.02349,0.11221,0.0
1285,644246,0.00676,0.00581,0.00406,0.0001,0.00608,0.01242,0.04484,0.0001,0.0001,0.03918,0.0
1286,644256,0.0001,0.01558,0.00242,0.01215,0.0022,0.0111,0.01752,0.00242,0.00661,0.01191,0.0
1287,644274,0.02473,0.04317,0.0001,0.0001,0.00688,0.03331,0.07037,0.00199,0.00567,0.08023,0.0
1288,644276,0.01244,0.02541,0.00409,0.00628,0.00612,0.02169,0.04643,0.00418,0.00805,0.05015,0.0
1289,645113,0.04881,0.04546,0.00978,0.01172,0.00734,0.02218,0.14564,0.00247,0.02936,0.15089,0.0
1290,646025,0.02998,0.04056,0.00792,0.00395,0.05063,0.01135,0.09853,0.00385,0.00448,0.08398,0.0
1291,646026,0.0529,0.0001,0.00776,0.00369,0.02847,0.01648,0.10911,0.0001,0.02742,0.10612,0.0
1292,646027,0.19373,0.13379,0.00956,0.00316,0.01843,0.08162,0.21491,0.00744,0.06473,0.32548,0.0
1293,646029,0.0192,0.02749,0.0001,0.0001,0.00318,0.01222,0.04005,0.00316,0.00379,0.05532,0.0
1294,646033,0.35009,0.25514,0.00312,0.01989,0.05421,0.01644,0.10384,0.00537,0.03932,0.36039,0.0
1295,646035,0.02705,0.03813,0.00892,0.00598,0.00595,0.00986,0.06408,0.00298,0.01418,0.07613,0.0
1296,646273,0.01846,0.03805,0.0001,0.0027,0.00271,0.00816,0.02261,0.0001,0.00273,0.05251,0.0
1297,646583,0.00562,0.0225,0.00503,0.00252,0.01262,0.01409,0.03,0.0001,0.01212,0.02777,0.0
1298,647997,0.06176,0.04293,0.00563,0.00344,0.01058,0.01506,0.04203,0.00109,0.02283,0.07038,0.0
1299,647999,0.03203,0.09332,0.00234,0.0072,0.00716,0.00192,0.1235,0.00318,0.0325,0.17394,0.0
1300,648001,0.02196,0.02249,0.0017,0.0032,0.05106,0.00605,0.15103,0.00172,0.01002,0.11245,0.0
1301,648264,0.02028,0.00745,0.01067,0.0001,0.0001,0.00546,0.05508,0.0001,0.01893,0.04576,0.0
1302,648373,0.01541,0.0001,0.0001,0.0001,0.0001,0.01148,0.01194,0.00388,0.00023,0.01587,0.0
1303,648391,0.02695,0.01339,0.00339,0.00453,0.00695,0.01113,0.04958,0.00125,0.00879,0.0608,0.0
1304,648532,0.1438,0.12818,0.00447,0.00807,0.00899,0.03296,0.22738,0.00187,0.01508,0.33822,0.0
1305,648565,0.00923,0.01058,0.0001,0.00281,0.00276,0.01341,0.05143,0.00144,0.00808,0.0486,0.0
1306,648573,0.00989,0.0142,0.00185,0.00557,0.00509,0.00669,0.03924,0.00223,0.02331,0.02232,0.0
1307,648579,0.10135,0.11707,0.00445,0.00297,0.01818,0.03316,0.13763,0.00441,0.02974,0.20678,0.0
1308,648869,0.02351,0.04701,0.00266,0.00266,0.00399,0.00811,0.03479,0.00133,0.00133,0.07368,0.0
1309,648948,0.03627,0.0229,0.00244,0.00466,0.05189,0.00708,0.05558,0.00152,0.01135,0.02861,0.0
1310,649019,0.01151,0.02487,0.00115,0.00115,0.0012,0.00686,0.0332,0.0001,0.00255,0.05121,0.0
1311,649241,0.021,0.01925,0.0001,0.00704,0.0071,0.03285,0.04564,0.0001,0.00318,0.0338,0.0
1312,650273,0.03306,0.02871,0.0001,0.0001,0.01527,0.02041,0.06604,0.00527,0.00074,0.07869,0.0
1313,653353,0.01085,0.00204,0.0001,0.0001,0.0001,0.0001,0.01072,0.00185,0.00185,0.01786,0.0
1314,653857,0.01031,0.02145,0.00067,0.0001,0.00139,0.01002,0.04088,0.00133,0.01041,0.04992,0.0
1315,653863,0.01601,0.02255,0.00291,0.00195,0.00097,0.02261,0.06399,0.00097,0.01404,0.06393,0.0
1316,653870,0.00963,0.01073,0.00298,0.00228,0.00472,0.01472,0.0223,0.00122,0.00744,0.01831,0.0
1317,653895,0.02119,0.02998,0.00168,0.00168,0.01428,0.01506,0.05364,0.00114,0.00685,0.06249,0.0
1318,654462,0.01233,0.00239,0.0001,0.00163,0.01303,0.00351,0.03268,0.0006,0.00578,0.0262,0.0
1319,654463,0.02691,0.0379,0.00435,0.00437,0.00711,0.01212,0.04744,0.00216,0.00618,0.07205,0.0
1320,657326,0.02627,0.14507,0.0071,0.01028,0.04851,0.07915,0.08808,0.00091,0.01518,0.154,0.0
1321,657327,0.05475,0.0669,0.00732,0.00646,0.02862,0.03567,0.10834,0.00235,0.00832,0.1383,0.0
1322,657392,0.00391,0.01032,0.0001,0.0001,0.00215,0.00221,0.00738,0.00119,0.0043,0.01125,0.0
1323,657401,0.01292,0.00974,0.01152,0.00277,0.00694,0.01962,0.03811,0.00144,0.0029,0.03141,0.0
1324,657403,0.00609,0.00965,0.0001,0.00048,0.02864,0.00194,0.024,0.0001,0.00096,0.00405,0.0
1325,657405,0.01293,0.00911,0.01775,0.00267,0.02957,0.00625,0.04598,0.00067,0.00226,0.02709,0.0
1326,657603,0.00881,0.01991,0.00381,0.0019,0.0001,0.0075,0.05933,0.00189,0.00779,0.06575,0.0
1327,657992,0.00895,0.01608,0.00275,0.00551,0.0001,0.00655,0.02395,0.0001,0.00449,0.03002,0.0
1328,658077,0.02063,0.04178,0.00348,0.0001,0.01701,0.00789,0.02109,0.00467,0.00862,0.03724,0.0
1329,658106,0.07108,0.03091,0.01009,0.00429,0.01299,0.0126,0.10495,0.00141,0.01517,0.14787,0.0
1330,658376,0.04335,0.07442,0.0001,0.00747,0.0001,0.0673,0.10107,0.00561,0.03858,0.10819,0.0
1331,658377,0.03339,0.03057,0.00353,0.00856,0.0082,0.01634,0.08853,0.00194,0.01011,0.10131,0.0
1332,659200,0.02419,0.01983,0.00247,0.0001,0.00496,0.00993,0.03526,0.00246,0.00751,0.04699,0.0
1333,659201,0.01499,0.03842,0.0001,0.0001,0.00278,0.00835,0.03796,0.00258,0.00463,0.06802,0.0
1334,659220,0.06033,0.05496,0.00713,0.00904,0.03218,0.00877,0.15353,0.0001,0.02011,0.16157,0.0
1335,661703,0.03797,0.03683,0.0071,0.01031,0.00379,0.02967,0.05287,0.00682,0.00846,0.06117,0.0
1336,661704,0.03411,0.03766,0.0001,0.00525,0.00417,0.01526,0.05594,0.0001,0.00143,0.07834,0.0
1337,661706,0.0167,0.01691,0.0001,0.0001,0.0001,0.0027,0.00721,0.00281,0.0029,0.01841,0.0
1338,661709,0.00558,0.00724,0.0001,0.0001,0.0001,0.0001,0.03592,0.0001,0.00292,0.04023,0.0
1339,661714,0.06894,0.1673,0.00604,0.00723,0.00913,0.0388,0.40108,0.00902,0.06194,0.4902,0.0
1340,661718,0.02069,0.03334,0.0001,0.0001,0.00701,0.00585,0.01706,0.00331,0.00729,0.0361,0.0
1341,661729,0.01318,0.02671,0.0001,0.00283,0.00283,0.00635,0.02518,0.0001,0.01108,0.03798,0.0
1342,661735,0.05415,0.09216,0.00218,0.0065,0.00219,0.02295,0.11131,0.00434,0.0171,0.17552,0.0
1343,661741,0.05246,0.05941,0.0058,0.00382,0.00236,0.00844,0.11276,0.00346,0.02309,0.13982,0.0
1344,661742,0.04415,0.03478,0.0001,0.01317,0.00906,0.01248,0.0914,0.00435,0.01478,0.10324,0.0
1345,661747,0.04263,0.02348,0.00817,0.00695,0.00462,0.01641,0.08014,0.0001,0.01057,0.10404,0.0
1346,661754,0.1807,0.0866,0.00511,0.01399,0.02951,0.07242,0.21066,0.0001,0.01685,0.31894,0.0
1347,663996,0.00164,0.00472,0.00307,0.0046,0.00155,0.01079,0.03508,0.0001,0.0001,0.02901,0.0
1348,664955,0.033,0.06189,0.01769,0.00917,0.00921,0.03146,0.13228,0.00174,0.01853,0.15622,0.0
1349,664958,0.07286,0.03501,0.00798,0.00661,0.0066,0.05862,0.12629,0.0001,0.02119,0.14053,0.0
1350,664959,0.10607,0.1446,0.00434,0.00759,0.00604,0.02176,0.15753,0.00214,0.02789,0.26452,0.0
1351,664962,0.10669,0.17342,0.00574,0.00916,0.00785,0.03647,0.25321,0.00222,0.02254,0.39016,0.0
1352,664965,0.09604,0.03045,0.01065,0.00769,0.04275,0.04213,0.39428,0.00261,0.0351,0.41248,0.0
1353,664966,0.13019,0.1072,0.00612,0.0064,0.01372,0.04697,0.48437,0.0008,0.10922,0.49162,0.0
1354,664967,0.05776,0.05605,0.00153,0.00622,0.01567,0.01655,0.26361,0.00152,0.02277,0.28292,0.0
1355,665638,0.00936,0.02712,0.00512,0.00481,0.09764,0.01333,0.09495,0.0001,0.00264,0.02179,0.0
1356,665715,0.0197,0.0097,0.0001,0.00162,0.0001,0.00323,0.05067,0.0001,0.0001,0.06714,0.0
1357,665781,0.00555,0.0144,0.0001,0.00103,0.00176,0.0001,0.01243,0.00159,0.00385,0.02036,0.0
1358,665793,0.0218,0.00666,0.00146,0.00145,0.0323,0.01201,0.04791,0.00287,0.00573,0.03168,0.0
1359,665860,0.00683,0.00704,0.00451,0.00312,0.01257,0.00824,0.02934,0.0001,0.00586,0.01795,0.0
1360,665869,0.00963,0.03102,0.00361,0.00361,0.00181,0.0088,0.04187,0.0001,0.00407,0.06409,0.0
1361,665892,0.02634,0.01178,0.00285,0.00284,0.0145,0.00303,0.07224,0.00273,0.00861,0.07547,0.0
1362,667692,0.04924,0.04122,0.00788,0.0001,0.0001,0.00705,0.08125,0.0001,0.01953,0.10308,0.0
1363,668175,0.03895,0.04311,0.00274,0.0001,0.00825,0.00537,0.08623,0.0001,0.01272,0.10837,0.0
1364,670148,0.0054,0.0296,0.0436,0.0001,0.12551,0.13288,0.11369,0.0037,0.0001,0.01041,0.0
1365,670154,0.06747,0.02114,0.0001,0.00362,0.01111,0.00681,0.06119,0.0001,0.00767,0.10988,0.0
1366,670496,0.05846,0.03573,0.00987,0.00992,0.0001,0.01309,0.04786,0.00617,0.01964,0.07058,0.0
1367,670687,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1368,671220,0.01751,0.03068,0.00424,0.0001,0.00851,0.00569,0.05288,0.0001,0.00928,0.06576,0.0
1369,671221,0.02827,0.01491,0.11906,0.004,0.01017,0.01375,0.11762,0.0001,0.00639,0.02045,0.0
1370,672714,0.03197,0.04812,0.00852,0.00213,0.00424,0.0183,0.04592,0.0001,0.0216,0.06392,0.0
1371,673339,0.00647,0.05223,0.0001,0.02396,0.0001,0.00644,0.06466,0.0079,0.01738,0.06765,0.0
