OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len
315619,508,171,112,59,1,Mus,61,Pan,0.030601288475304224,63,5.516129032258065,3.0,3,1,Mus,42,Pan,63,53,0.8412698412698413,1,0.649981,275.073,-4755.73,423.2016013,178.7922236,0.32192
315707,470,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,63,53,0.8412698412698413,0,1e-06,1e-06,-6184.75,1.0,0.0,0.46506
315770,483,129,65,64,8,Pan,21,Mus,0.024280067758328628,21,6.7894736842105265,8.0,8,1,Mus,8,Mus,21,1,0.047619047619047616,1,0.08856,40.9689,-3925.78,462.6117886,3.6282058,0.48698
315843,468,27,14,13,0,Mus,3,Pan,0.005244755244755245,3,1.588235294117647,2.0,2,0,Mus,2,Rattus,3,1,0.3333333333333333,1,0.181338,83.4219,-3277.13,460.0354035,15.1275605,0.0897
315944,478,54,28,26,2,Mus,6,Pan,0.010270064663370103,8,1.8,1.0,1,1,Mus,4,Pan,8,2,0.25,1,0.0629159,29.7385,-3541.37,472.6706604,1.8710245,0.15773
316030,479,100,50,50,3,Rattus,10,Pan,0.01897893338394382,10,5.0,5.0,7,3,Rattus,7,Mus,10,0,0.0,1,0.0567212,26.7783,-3744.62,472.1039047,1.5188973,0.23451
316054,496,502,261,241,10,Gorilla,56,Mus,0.09200879765395895,64,14.342857142857143,9.0,1,1,Mus,45,Mus,64,20,0.3125,1,1.23319,497.903,-4152.76,403.7520577,614.0090006,0.19015
316136,469,48,24,24,0,Pan,12,Mus,0.009304128707113783,12,2.4,2.0,2,0,Pan,5,Mus,12,0,0.0,1,0.344992,148.114,-3492.21,429.3258974,51.0981451,0.27028
316215,439,106,53,53,1,Pan,18,Rattus,0.021950714433630152,18,5.3,2.0,1,1,Rattus,14,Mus,18,0,0.0,1,0.153147,64.3696,-3847.06,420.3125102,9.8580111,0.28312
316220,440,16,8,8,0,Pan,4,Mus,0.003305785123966942,4,2.0,2.0,3,0,Pan,3,Mus,4,0,0.0,1,0.142226,60.6021,-3229.5,426.0971974,8.6191943,0.22005
316235,363,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,0,0.0,0,1e-06,1e-06,-4179.94,1.0,0.0,0.10344
316473,438,96,77,19,1,Homo,51,Gorilla,0.019925280199252802,63,5.052631578947368,1.0,1,1,Mus,50,Gorilla,63,58,0.9206349206349206,1,0.107168,42.6914,-3678.19,398.359585,4.575152,0.93634
316840,410,280,280,0,0,Rattus,70,Mus,0.06208425720620843,70,70.0,70.0,70,0,Rattus,70,Mus,70,280,4.0,1,6.33063,1402.78,-3935.11,221.5861613,8880.4811514,0.03625
316858,468,450,256,194,7,Mus,61,Homo,0.08741258741258741,69,14.516129032258064,3.0,3,1,Pan,56,Pan,69,62,0.8985507246376812,1,0.198932,81.7165,-4106.83,410.7760441,16.2560268,0.70899
316992,420,245,128,117,10,Gorilla,43,Mus,0.05303030303030303,53,5.444444444444445,4.0,1,1,Mus,21,Mus,53,11,0.20754716981132076,1,0.0835698,31.9481,-3637.59,382.2924071,2.6698963,1.20071
317086,375,72,72,0,0,Rattus,52,Gorilla,0.017454545454545455,62,24.0,10.0,10,0,Rattus,52,Gorilla,62,72,1.1612903225806452,1,1.78838,556.009,-3789.53,310.9009271,994.3553754,0.1171
317145,411,68,42,26,1,Mus,9,Rattus,0.015040920150409202,17,3.5789473684210527,1.0,1,1,Mus,8,Rattus,17,16,0.9411764705882353,1,0.832089,302.077,-2897.61,363.0344831,251.3549489,0.16315
317153,405,115,59,56,7,Macaca,18,Rattus,0.025813692480359147,19,3.3823529411764706,3.0,2,1,Mus,6,Rattus,19,3,0.15789473684210525,1,0.322339,116.767,-3194.17,362.2490608,37.638558,0.36841
317531,375,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,19,3,0.15789473684210525,0,1e-06,1e-06,-4648.57,1.0,0.0,0.44293
317556,386,36,20,16,2,Pan,8,Mus,0.008478568064060292,9,1.3846153846153846,1.0,1,1,Mus,3,Mus,9,4,0.4444444444444444,1,0.118895,43.4355,-3139.24,365.3265486,5.1642638,0.46937
317590,396,492,263,229,35,Pan,62,Rattus,0.11294765840220386,96,9.11111111111111,5.0,1,1,Mus,54,Mus,96,34,0.3541666666666667,1,0.0989909,33.0254,-3359.24,333.6205651,3.2692141,1.9743
317719,377,121,82,39,1,Pan,22,Homo,0.029177718832891247,26,5.761904761904762,1.0,1,1,Mus,21,Homo,26,43,1.6538461538461537,1,0.204857,68.8606,-3666.66,336.1398439,14.1065759,0.6081
317727,366,146,76,70,7,Mus,17,Rattus,0.03626428216592151,19,4.709677419354839,5.0,5,2,Pan,7,Mus,19,6,0.3157894736842105,1,2.13336,612.989,-2623.78,287.3350021,1307.726213,0.1329
317890,386,243,138,105,20,Gorilla,34,Rattus,0.05723033443240697,54,11.045454545454545,11.5,12,9,Mus,22,Rattus,54,33,0.6111111111111112,1,1.0503,341.034,-2826.2,324.7015139,358.1880102,0.18086
317961,368,16,8,8,0,Mus,2,Pan,0.003952569169960474,2,2.0,2.0,2,0,Mus,2,Pan,2,0,0.0,1,0.00636723,2.33456,-2790.09,366.6523747,0.0148647,0.30668
318137,361,30,16,14,2,Pan,4,Mus,0.007554772097708386,6,2.0,2.0,2,1,Mus,3,Mus,6,2,0.3333333333333333,1,0.0269888,9.62539,-2968.14,356.6438671,0.2597777,0.41633
318506,343,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,6,2,0.3333333333333333,0,1e-06,1e-06,-4198.45,1.0,0.0,0.22525
318552,337,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,6,2,0.3333333333333333,0,1e-06,1e-06,-4125.78,1.0,0.0,0.22421
318701,342,116,80,36,0,Pan,29,Mus,0.03083466241360978,37,6.823529411764706,4.0,12,0,Pan,12,Mus,37,44,1.1891891891891893,1,1.27457,336.911,-2654.46,264.3330692,429.4166533,0.23656
319174,323,20,10,10,0,Mus,2,Rattus,0.005629045876723895,2,2.0,2.0,2,0,Mus,2,Rattus,2,0,0.0,1,0.290638,88.4246,-2489.71,304.243079,25.6995489,0.20782
319177,325,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,2,0,0.0,0,1e-06,1e-06,-4498.36,1.0,0.0,0.20726
319197,326,97,49,48,2,Pan,15,Macaca,0.027049637479085332,16,5.705882352941177,2.0,2,1,Mus,13,Mus,16,1,0.0625,1,0.417686,119.729,-2870.57,286.6483435,50.0091271,0.33319
319206,324,8,4,4,0,Pan,2,Mus,0.002244668911335578,2,2.0,2.0,2,0,Pan,2,Mus,2,0,0.0,1,0.00725402,2.34135,-2764.96,322.7658595,0.0169842,0.29914
319212,345,215,112,103,11,Homo,29,Rattus,0.05665349143610013,32,6.515151515151516,6.0,1,1,Mus,16,Rattus,32,9,0.28125,1,0.39266,113.523,-3145.19,289.1127184,44.5759412,0.5077
319594,318,49,29,20,0,Pan,10,Mus,0.01400800457404231,10,5.444444444444445,9.0,9,0,Pan,9,Mus,10,9,0.9,1,0.305008,92.6704,-2020.04,303.8294078,28.2652134,0.14864
319602,314,21,11,10,0,Rattus,3,Gorilla,0.006079907353792704,3,1.9090909090909092,2.0,2,0,Rattus,2,Mus,3,1,0.3333333333333333,1,0.0295296,9.18194,-2085.51,310.9402091,0.271139,0.2656
319621,341,128,84,44,3,Gorilla,21,Macaca,0.03412423353772327,28,3.2,1.0,1,1,Mus,14,Mus,28,40,1.4285714285714286,1,0.747463,209.36,-2744.71,280.0941317,156.4888537,0.29735
319657,310,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,28,40,1.4285714285714286,0,1e-06,1e-06,-3598.61,1.0,0.0,0.171
319690,307,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,28,40,1.4285714285714286,0,1e-06,1e-06,-3469.9,1.0,0.0,0.13156
319704,313,15,10,5,0,Pan,5,Mus,0.004356665698518733,5,5.0,5.0,5,0,Pan,5,Mus,5,5,1.0,1,0.178295,53.5915,-2017.7,300.5776943,9.5550965,0.22768
319754,313,21,15,6,0,Homo,6,Rattus,0.006099331977926227,12,2.3333333333333335,2.0,1,0,Homo,6,Pan,12,9,0.75,1,0.235796,69.0397,-2933.78,292.794195,16.2792851,0.28931
319772,312,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,12,9,0.75,0,1e-06,1e-06,-3773.21,1.0,0.0,0.19578
319807,311,23,13,10,0,Gorilla,5,Mus,0.006723180356620871,5,2.3,2.0,2,0,Gorilla,5,Mus,5,3,0.6,1,0.253074,72.8676,-2729.5,287.9300126,18.440895,0.31606
320082,309,18,12,6,0,Mus,6,Pan,0.00529567519858782,6,6.0,6.0,6,0,Mus,6,Pan,6,6,1.0,1,0.0653722,19.6673,-2456.23,300.8511263,1.2856947,0.38984
320294,301,7,4,3,0,Mus,1,Pan,0.0021141649048625794,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.0239801,7.10683,-2457.73,296.3636515,0.1704225,0.57034
320329,320,109,71,38,5,Rattus,20,Pan,0.030965909090909093,22,5.45,5.0,5,1,Mus,11,Gorilla,22,33,1.5,1,1.25067,316.665,-3011.67,253.1962868,396.0434156,0.21569
320744,295,543,273,270,0,Macaca,57,Mus,0.16733436055469955,57,45.25,54.0,54,0,Macaca,54,Mus,57,3,0.05263157894736842,1,0.146814,38.6582,-2330.37,263.3141254,5.675565,0.82944
320793,295,1,1,0,0,Rattus,1,Mus,0.0003081664098613251,1,1.0,1.0,1,0,Rattus,1,Mus,1,1,1.0,1,0.00683273,2.0113,-2102.2,294.3625754,0.0137427,0.172
321295,285,21,11,10,1,Mus,3,Macaca,0.0066985645933014355,3,1.0,1.0,1,1,Mus,1,Mus,3,1,0.3333333333333333,1,0.0565274,15.914,-1931.95,281.5271886,0.899577,0.18687
321552,282,20,10,10,0,Homo,2,Mus,0.006447453255963894,2,2.0,2.0,2,0,Homo,2,Mus,2,0,0.0,1,0.13056,36.5235,-1526.75,279.7449449,4.7685082,0.04767
321598,280,68,39,29,4,Rattus,8,Pan,0.02207792207792208,12,2.72,1.0,1,1,Mus,6,Pan,12,10,0.8333333333333334,1,0.114502,29.0261,-2369.29,253.4986288,3.3235465,0.91652
321888,263,36,36,0,0,Mus,36,Macaca,0.01244382993432423,36,36.0,36.0,36,0,Mus,36,Macaca,36,36,1.0,1,1.58942,349.751,-1897.38,220.049452,555.9012344,0.12405
321922,276,71,46,25,1,Pan,21,Mus,0.023386034255599472,22,6.454545454545454,1.0,1,1,Pan,21,Mus,22,21,0.9545454545454546,1,0.160256,42.3727,-2183.95,264.4063249,6.7904794,0.26364
322389,266,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,22,21,0.9545454545454546,0,1e-06,1e-06,-3008.81,1.0,0.0,0.09694
323054,297,587,294,293,25,Gorilla,66,root,0.17967554331190694,67,9.46774193548387,9.0,1,1,Mus,29,Pan,67,1,0.014925373134328358,1,0.284504,58.6159,-2996.77,206.0283862,16.676458,1.69757
323562,251,78,40,38,2,Pan,16,Mus,0.02825063382832307,18,4.105263157894737,2.0,2,1,Mus,12,Mus,18,2,0.1111111111111111,1,0.0177364,4.269,-2044.55,240.6914594,0.0757167,2.32813
325271,221,96,61,35,2,Pan,27,Mus,0.03948992184286302,28,2.909090909090909,1.0,1,1,Mus,8,Mus,28,26,0.9285714285714286,1,0.115994,23.9703,-1713.63,206.6512061,2.780411,0.59112
331512,93,16,8,8,0,Pan,4,Mus,0.015640273704789834,4,4.0,4.0,4,0,Pan,4,Mus,4,0,0.0,1,0.0622068,5.48324,-643.711,88.1453475,0.3410948,0.84677
336744,90,154,77,77,0,Rattus,18,Pan,0.15555555555555556,18,15.4,18.0,18,0,Rattus,18,Pan,18,0,0.0,1,1.97979,117.442,-662.26,59.320433,232.5104972,0.28291
361850,755,98,68,30,3,Rattus,40,Gorilla,0.011800120409391933,44,4.454545454545454,3.0,3,1,Mus,37,Gorilla,44,38,0.8636363636363636,1,1.67431,1095.3,-5620.28,654.1799308,1833.871743,0.07289
361968,277,81,49,32,6,Pan,14,Macaca,0.026583524778470626,21,2.3823529411764706,2.0,1,1,Mus,10,Macaca,21,17,0.8095238095238095,1,0.109779,28.0279,-2363.78,255.312036,3.0768748,0.77025
362017,298,61,32,29,3,Gorilla,7,Pan,0.018608907870652835,7,3.588235294117647,4.0,4,3,Pan,4,Mus,7,3,0.42857142857142855,1,1.00412,240.462,-2569.39,239.4753615,241.4527034,0.2545
362733,198,86,44,42,3,Gorilla,9,Mus,0.03948576675849403,9,2.324324324324324,1.0,1,1,Mus,6,Mus,9,2,0.2222222222222222,1,0.116787,21.2297,-1660.6,181.7813627,2.479353,0.7636
363785,128,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,9,2,0.2222222222222222,0,1e-06,1e-06,-1425.36,1.0,0.0,0.59364
363848,1223,811,621,190,35,Mus,312,Rattus,0.06028395153497361,319,25.34375,2.0,1,1,Pan,312,Rattus,319,431,1.3510971786833856,1,3.89718,1972.68,-11839.6,506.1813927,7687.8890424,0.08369
364436,325,19,11,8,1,Pan,4,Mus,0.005314685314685315,4,1.1875,1.0,1,1,Mus,2,Mus,4,3,0.75,1,0.112028,34.4383,-2800.6,307.4079694,3.8580539,0.50409
364876,256,176,92,84,14,Pan,21,Mus,0.0625,29,5.5,5.0,6,2,Mus,13,Mus,29,8,0.27586206896551724,1,0.134763,30.7619,-2290.41,228.2666607,4.1455659,0.91271
365174,230,31,31,0,0,Mus,30,Macaca,0.01225296442687747,30,15.5,15.5,1,0,Mus,30,Macaca,30,31,1.0333333333333334,1,0.121638,25.0721,-2027.78,206.1206202,3.0497201,0.96271
365179,879,231,126,105,15,Mus,26,Homo,0.023890784982935155,41,2.287128712871287,1.0,1,1,Mus,8,Pan,41,21,0.5121951219512195,1,0.22488,180.367,-7389.91,802.0588758,40.560931,0.43036
365252,147,140,75,65,0,Rattus,17,Pan,0.08658008658008658,17,4.117647058823529,3.5,3,0,Rattus,9,Pan,17,10,0.5882352941176471,1,0.143,18.9285,-1030.72,132.3671329,2.7067755,0.7791
365385,242,48,24,24,0,Pan,12,Mus,0.018031555221637866,12,4.0,1.0,1,0,Pan,10,Mus,12,0,0.0,1,0.0370391,8.73466,-1798.4,235.8226847,0.3235239,0.66283
574534,233,4,2,2,0,Pan,1,Mus,0.0015606710885680843,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.0420434,9.70379,-1360.21,230.8041215,0.4079803,0.18045
574603,560,427,223,204,11,Gorilla,45,Mus,0.06931818181818182,63,8.714285714285714,10.0,14,1,Mus,17,Macaca,63,19,0.30158730158730157,1,0.361066,176.012,-5137.99,487.4787435,63.5519488,0.41697
574791,386,620,310,310,0,Pan,62,Mus,0.1460197833254828,62,62.0,62.0,62,0,Pan,62,Mus,62,0,0.0,1,0.571251,201.853,-2860.53,353.3525543,115.3087281,0.16161
575094,520,28,14,14,1,Mus,4,root,0.0048951048951048955,4,2.3333333333333335,3.0,3,1,Mus,3,Pan,4,0,0.0,1,0.374824,189.48,-4317.46,505.5172561,71.0216515,0.07211
575101,487,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,0,0.0,0,1e-06,1e-06,-5835.89,1.0,0.0,0.16813
575111,827,294,169,125,19,Pan,50,Macaca,0.032318346707705836,69,12.782608695652174,9.0,9,3,Pan,36,Macaca,69,44,0.6376811594202898,1,0.545307,382.85,-7528.56,702.0815797,208.770785,0.33411
575114,519,14,8,6,0,Mus,2,Pan,0.0024522683482221053,2,2.0,2.0,2,0,Mus,2,Pan,2,2,1.0,1,0.0803305,41.2913,-4150.72,514.0177143,3.3169508,0.1036
575124,455,20,10,10,0,Gorilla,2,Mus,0.003996003996003996,2,2.0,2.0,2,0,Gorilla,2,Mus,2,0,0.0,1,0.0193419,8.7357,-3773.24,451.6464256,0.168965,0.30659
575444,593,320,290,30,5,Gorilla,196,Rattus,0.0490571822780929,208,10.0,1.0,1,1,Mus,189,Rattus,208,260,1.25,1,1.24313,545.741,-5663.55,439.0055746,678.4270093,0.29936
575533,903,4,2,2,0,Pan,1,Mus,0.00040269807711668175,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.00238074,2.14842,-7517.83,902.4168956,0.0051148,0.20303
575534,1264,1,1,0,0,Rattus,1,Mus,7.192174913693901e-05,1,1.0,1.0,1,0,Rattus,1,Mus,1,1,1.0,1,0.0017167,2.16782,-9751.64,1262.7832469,0.0037215,0.09138
580586,801,784,713,71,9,Homo,260,Rattus,0.08897968448530247,269,19.6,3.0,1,1,Mus,259,Rattus,269,642,2.386617100371747,1,9.99238,1876.89,-10528.2,187.8321281,18754.5980982,0.09039
580707,530,115,101,14,1,Pan,88,Gorilla,0.01972555746140652,93,8.846153846153847,1.0,1,1,Pan,87,Gorilla,93,87,0.9354838709677419,1,1.70685,748.038,-4518.41,438.2564373,1276.7886603,0.1277
580823,304,4,2,2,0,Pan,1,Mus,0.0011961722488038277,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.0157472,4.76671,-2006.16,302.7020677,0.0750623,0.15417
580846,542,54,27,27,0,Macaca,6,Mus,0.009057363300905737,6,3.857142857142857,5.0,5,0,Macaca,5,Mus,6,0,0.0,1,0.0374111,20.1559,-4349.36,538.7679058,0.7540544,0.12876
580935,1106,140,75,65,5,Mus,17,Pan,0.011507479861910242,17,3.1818181818181817,2.0,1,1,Mus,9,Pan,17,10,0.5882352941176471,1,0.321544,333.069,-9778.82,1035.842684,107.0963385,0.21083
581019,840,14,8,6,0,Mus,2,Pan,0.0015151515151515152,2,2.0,2.0,2,0,Mus,2,Pan,2,2,1.0,1,0.63897,503.158,-7787.37,787.45168,321.5028673,0.10239
581356,147,27,27,0,0,Mus,27,Gorilla,0.016697588126159554,27,27.0,27.0,27,0,Mus,27,Gorilla,27,27,1.0,1,1.0001,122.038,-1269.74,122.0257974,122.0502038,0.21339
581493,1424,16,8,8,1,Rattus,2,Mus,0.0010214504596527069,2,1.0,1.0,1,1,Mus,1,Mus,2,0,0.0,1,0.206458,287.648,-12372.1,1393.2518963,59.3872308,0.10101
581570,1888,147,106,41,5,Pan,74,Rattus,0.007078197226502311,78,2.8823529411764706,2.0,2,1,Mus,62,Rattus,78,65,0.8333333333333334,1,0.287277,521.635,-15920.9,1815.791031,149.8537379,0.1332
581616,459,53,47,6,0,Macaca,41,Gorilla,0.010497128144186968,43,3.7857142857142856,1.0,1,0,Macaca,40,Gorilla,43,41,0.9534883720930233,1,0.593378,238.66,-4092.73,402.2056767,141.6155935,0.24417
581617,444,37,32,5,1,Mus,27,Gorilla,0.007575757575757576,28,3.3636363636363638,1.0,1,1,Mus,27,Gorilla,28,27,0.9642857142857143,1,0.475246,189.68,-4362.98,399.1196138,90.1446613,0.23882
581756,4590,2396,1743,653,109,Mus,1049,Gorilla,0.04745494157258863,1217,21.20353982300885,12.0,2,1,Mus,777,Gorilla,1217,1090,0.895645028759244,1,0.585197,1224.17,-48222.6,2091.8938409,716.3806115,0.16716
582073,812,344,218,126,7,Pan,136,Rattus,0.03851321092700403,143,15.636363636363637,7.0,7,1,Gorilla,82,Rattus,143,92,0.6433566433566433,1,1.2628,775.077,-7783.29,613.7765283,978.7672356,0.26431
582074,649,296,165,131,25,Pan,34,Macaca,0.04146238969043283,61,16.444444444444443,25.0,25,1,Mus,34,Macaca,61,34,0.5573770491803278,1,0.523462,289.494,-6451.8,553.0372787,151.5391082,0.33625
582076,971,40,21,19,2,Macaca,5,Mus,0.0037449676996535904,7,1.9047619047619047,2.0,1,1,Mus,4,Mus,7,2,0.2857142857142857,1,0.226725,213.479,-7276.42,941.5768001,48.4010263,0.13431
582077,2364,6017,3110,2907,183,Rattus,809,Gorilla,0.23138747884940777,845,33.06043956043956,5.0,1,1,Mus,376,Pan,845,203,0.24023668639053256,1,0.523684,876.354,-22914.5,1673.4404717,458.9325681,0.85989
582080,2255,684,395,289,2,Homo,134,Rattus,0.027575085668212054,172,7.862068965517241,2.0,1,1,Mus,93,Gorilla,172,106,0.6162790697674418,1,0.174521,351.25,-21204.4,2012.6517726,61.3005013,0.70544
582190,978,1071,564,507,64,Gorilla,122,Mus,0.09955382041271611,154,28.945945945945947,9.0,9,1,Mus,88,Mus,154,57,0.37012987012987014,1,1.13756,909.903,-8606.05,799.8725342,1035.0692567,0.20338
582240,711,201,177,24,0,Homo,81,Macaca,0.025700038358266206,94,13.4,1.0,1,0,Homo,81,Macaca,94,153,1.627659574468085,1,2.73013,1289.52,-7183.12,472.3291565,3520.5572376,0.14637
582300,1034,359,252,107,9,Macaca,132,Homo,0.031563214348514154,183,4.126436781609195,1.0,1,1,Mus,126,Homo,183,145,0.7923497267759563,1,0.163158,146.524,-10393.5,898.0497432,23.9065628,0.95379
582301,737,372,192,180,26,Mus,37,root,0.04588627112372024,49,6.2,6.0,1,1,Mus,18,Mus,49,12,0.24489795918367346,1,0.987999,574.795,-7189.28,581.7769046,567.8968852,0.28355
582362,465,308,176,132,0,Homo,44,Mus,0.060215053763440864,44,44.0,44.0,44,0,Homo,44,Mus,44,44,1.0,1,0.434368,182.497,-4305.71,420.1437491,79.2708569,0.24841
582366,352,14,8,6,0,Mus,2,Pan,0.003615702479338843,2,2.0,2.0,2,0,Mus,2,Pan,2,2,1.0,1,0.0064949,2.27763,-2977.63,350.6797641,0.014793,0.31419
582371,412,21,12,9,1,Rattus,4,Mus,0.004633715798764342,5,1.105263157894737,1.0,1,1,Mus,3,Mus,5,3,0.6,1,0.299514,114.395,-3181.87,381.935402,34.262904,0.26711
582379,384,70,35,35,0,Gorilla,7,Mus,0.016571969696969696,7,7.0,7.0,7,0,Gorilla,7,Mus,7,0,0.0,1,0.0959865,36.4934,-2427.08,380.193048,3.5028737,0.08815
582380,437,105,54,51,5,Pan,19,Rattus,0.02184314541293946,21,3.0,4.0,4,1,Mus,6,Mus,21,3,0.14285714285714285,1,0.628077,250.663,-2970.82,399.0959707,157.4356651,0.15155
582707,1101,311,169,142,16,Mus,46,Macaca,0.025679134670960283,55,11.961538461538462,9.0,9,7,Mus,20,Macaca,55,27,0.4909090909090909,1,3.91971,1462.74,-11030,373.1755666,5733.5166054,0.04562
582806,507,596,354,242,33,Rattus,144,Gorilla,0.1068674914828761,145,12.16326530612245,7.0,1,1,Mus,137,Gorilla,145,112,0.7724137931034483,1,1.20234,463.771,-4890.77,385.7236722,557.6104241,0.27233
583033,469,20,10,10,0,Gorilla,2,Mus,0.0038767202946307423,2,1.0,1.0,1,0,Gorilla,1,Mus,2,0,0.0,1,1.35998,574.179,-4191.79,422.19665,780.8719564,0.07986
583098,222,256,152,104,0,Pan,50,Mus,0.10483210483210484,50,32.0,50.0,50,0,Pan,50,Mus,50,48,0.96,1,14.8588,1356.5,-2755.77,91.292702,20155.9622,0.09039
583149,622,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,50,48,0.96,0,1e-06,1e-06,-8373.6,1.0,0.0,0.12934
583159,389,292,256,36,1,Homo,136,Macaca,0.06824024304744099,136,9.733333333333333,2.0,2,1,Mus,135,Macaca,136,220,1.6176470588235294,1,8.13428,1418.04,-4400.71,174.3288896,11534.7344112,0.06928
583165,435,116,76,40,1,V7,26,Pan,0.024242424242424242,37,7.25,6.0,6,1,Macaca,14,Pan,37,36,0.972972972972973,1,1.07608,402.992,-3772.26,374.5000372,433.6516314,0.15057
583172,401,844,422,422,42,Rattus,92,Pan,0.19133983223758785,92,22.210526315789473,9.0,3,3,Mus,43,Pan,92,0,0.0,1,0.585572,171.083,-3330.46,292.1639013,100.1814145,0.67825
583181,281,140,70,70,0,Gorilla,14,Mus,0.045292785506308636,14,14.0,14.0,14,0,Gorilla,14,Mus,14,0,0.0,1,1.83453,392.874,-2475.21,214.1551242,720.7391392,0.17699
583496,271,471,275,196,9,Rattus,80,Mus,0.15800067091580006,96,14.71875,12.0,12,1,Mus,57,Mus,96,79,0.8229166666666666,1,1.49378,237.034,-2414.06,158.6806625,354.0766485,0.55482
583813,320,72,66,6,0,Pan,62,Macaca,0.020454545454545454,62,12.0,2.0,2,0,Pan,62,Macaca,62,60,0.967741935483871,1,0.523405,141.738,-2700.23,270.7998586,74.1863779,0.36564
583815,361,13,9,4,0,Pan,5,Rattus,0.0032737345756736337,5,1.8571428571428572,1.0,1,0,Pan,3,Mus,5,5,1.0,1,0.779506,262.982,-2510.64,337.370078,204.9960469,0.08723
583817,318,24,13,11,1,Pan,3,Homo,0.00686106346483705,3,1.7142857142857142,2.0,2,1,Pan,2,Mus,3,2,0.6666666666666666,1,0.594879,175.241,-2235.64,294.5825958,104.2471908,0.13324
583834,316,76,38,38,2,Gorilla,8,Pan,0.02186421173762946,8,2.7142857142857144,2.0,2,2,Mus,4,Mus,8,0,0.0,1,0.0894008,27.6737,-2524.26,309.546447,2.4740509,0.21421
583849,323,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,8,0,0.0,0,1e-06,1e-06,-3622.84,1.0,0.0,0.06584
583853,320,40,20,20,0,Mus,5,Pan,0.011363636363636364,5,5.0,5.0,5,0,Mus,5,Pan,5,0,0.0,1,0.313728,94.7818,-2108.01,302.1145706,29.7357046,0.18689
583858,318,58,44,14,0,Mus,16,Rattus,0.016580903373356205,16,14.5,14.0,14,0,Mus,16,Rattus,16,30,1.875,1,0.974816,254.832,-3013,261.4154876,248.4143109,0.22673
583887,683,293,254,39,7,Mus,199,Rattus,0.03899906828164515,222,9.766666666666667,1.0,1,1,Mus,191,Rattus,222,215,0.9684684684684685,1,2.96394,1399.18,-5181.63,472.0675857,4147.0855692,0.06859
584383,557,318,219,99,14,Mus,90,Rattus,0.051901419944507914,143,4.96875,3.0,3,1,Mus,57,Rattus,143,120,0.8391608391608392,1,1.2574,519.162,-5904.32,412.8853189,652.7942988,0.29936
584385,593,779,449,330,31,Mus,133,Pan,0.11942357810823241,191,6.6581196581196584,4.0,1,1,Mus,39,Gorilla,191,119,0.6230366492146597,1,0.533914,215.271,-5524.52,403.1941474,114.9362007,0.99796
584517,1210,507,313,194,24,Gorilla,120,Rattus,0.03809166040570999,144,31.6875,24.0,48,1,Mus,95,Rattus,144,119,0.8263888888888888,1,2.9288,1700.88,-11760.3,580.7429664,4981.537344,0.05588
584684,729,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,144,119,0.8263888888888888,0,1e-06,1e-06,-8680.42,1.0,0.0,0.02527
584695,720,342,251,91,13,Homo,62,Mus,0.04318181818181818,76,9.243243243243244,9.0,2,2,Mus,37,Pan,76,160,2.1052631578947367,1,0.244912,150.943,-7120.9,616.3152479,36.967752,0.70852
585058,341,473,237,236,2,Homo,95,Rattus,0.12609970674486803,95,10.063829787234043,3.0,1,1,Rattus,59,Mus,95,1,0.010526315789473684,1,0.711163,174.358,-2514.04,245.1730475,123.9969584,0.61593
