,OMA_group,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Gorilla,tree_Macaca,tree_V2,tree_V5,tree_V7,tree_V9,tree_root
205,1037207,0.02494,0.03019,0.02207,0.00851,0.01154,0.03019,0.02326,0.00841,0.00831,0.00617,0.0
206,1037297,0.033830000000000006,0.04583,0.03382,0.03382,0.027979999999999998,0.045829999999999996,0.03373,0.03372,0.02788,0.02778,0.0
207,1037667,0.0002,0.01192,0.20199999999999996,0.0004,0.20517,0.0002,0.0001,0.00030000000000000003,0.0002,0.0001,0.0
208,1037830,0.20069,0.19755,0.18067,0.18112999999999999,0.20068,0.17293,0.14238,0.17409,0.17398999999999998,0.15563,0.0
209,1039322,0.04655,0.0316,0.07830000000000001,0.07088,0.0317,0.0316,0.0315,0.07078000000000001,0.0316,0.0315,0.0
210,1039413,0.032240000000000005,0.03687,0.023289999999999998,0.0233,0.06322,0.023170000000000003,0.01515,0.02129,0.02119,0.01514,0.0
211,1039549,0.1392,0.13301,0.13931,0.13541999999999998,0.1392,0.13571,0.09255,0.13532,0.13522,0.1171,0.0
212,1039927,0.02215,0.03264,0.13083,0.01736,0.026549999999999997,0.13559,0.01705,0.017259999999999998,0.017159999999999998,0.01706,0.0
213,1040389,0.07389,0.086,0.046329999999999996,0.04725,0.08599,0.04933,0.05456,0.044399999999999995,0.0443,0.03813,0.0
214,1040472,0.22820000000000001,0.20418,0.20651999999999998,0.20345,0.20557,0.22821,0.13863,0.20107999999999998,0.19822,0.18372,0.0
215,1040870,0.051019999999999996,0.05723,0.05734,0.02909,0.02877,0.0296,0.03648,0.02699,0.02689,0.01948,0.0
216,1041685,0.03828,0.03823,0.00754,0.006999999999999999,0.038279999999999995,0.00868,0.03297,0.0059099999999999995,0.005809999999999999,0.00339,0.0
217,1042013,0.028999999999999998,0.0364,0.024100000000000003,0.024100000000000003,0.036500000000000005,0.032130000000000006,0.01852,0.024,0.0239,0.0238,0.0
218,1042103,0.17281000000000002,0.2455,0.15691,0.18980999999999998,0.24548999999999999,0.14670999999999998,0.09719,0.15681,0.15671,0.13873,0.0
219,1042176,0.0749,0.0756,0.07056,0.07558999999999999,0.06849,0.06461,0.05463,0.06856,0.06745,0.05803,0.0
220,1042195,0.02626,0.013949999999999999,0.02637,0.02148,0.02138,0.01626,0.01385,0.02138,0.02128,0.01132,0.0
221,1043046,0.10986,0.12007000000000001,0.12018000000000001,0.10052,0.10281,0.10161,0.08179,0.0933,0.0932,0.08007,0.0
222,1043123,0.01934,0.026090000000000002,0.026189999999999998,0.01672,0.01895,0.0143,0.01675,0.015560000000000001,0.015460000000000002,0.01314,0.0
223,1043560,0.16436,0.14044,0.06752,0.06176,0.16437,0.06825,0.12026,0.06166,0.05865,0.04222,0.0
224,298024,0.02233,0.02233,0.02253,0.02253,0.02243,0.02233,0.02223,0.02243,0.02233,0.02223,0.0
225,300366,0.00655,0.00654,0.0664,0.006699999999999999,0.004529999999999999,0.00443,0.00437,0.004529999999999999,0.00443,0.00433,0.0
226,302267,0.29103,0.34426,0.33938,0.33559,0.33698,0.34426,0.16964,0.33263,0.33124,0.29396,0.0
227,303017,0.04548000000000001,0.04179,0.04035999999999999,0.04547999999999999,0.043399999999999994,0.041819999999999996,0.03416,0.04026,0.03922,0.03695,0.0
228,304803,0.044,0.023629999999999998,0.0441,0.03913,0.03903,0.023260000000000003,0.02353,0.03903,0.038930000000000006,0.01819,0.0
229,307058,0.2543,0.36476,0.35688,0.34903,0.36476,0.35409,0.18951,0.34892999999999996,0.34883,0.32659,0.0
230,308129,0.20168000000000003,0.21062,0.21072,0.20401,0.20086,0.20745,0.16542,0.20086,0.20076,0.19594,0.0
231,308904,0.15532,0.1752,0.15461,0.08218,0.07483,0.1752,0.12578,0.07449,0.07231,0.07106,0.0
232,309286,0.041190000000000004,0.033030000000000004,0.03512,0.041190000000000004,0.035,0.02407,0.01804,0.03502,0.02911,0.01473,0.0
233,310286,0.0261,0.01607,0.026400000000000003,0.026400000000000003,0.0263,0.0262,0.01597,0.0263,0.0262,0.0261,0.0
234,311937,0.05697,0.05771,0.0577,0.05684,0.0563,0.05541,0.03451,0.055260000000000004,0.054240000000000003,0.05029,0.0
235,311939,0.13064,0.14218,0.11611,0.10761000000000001,0.10849,0.14217000000000002,0.08678,0.10586000000000001,0.10294,0.09431,0.0
236,312035,0.0817,0.07457,0.08170000000000001,0.08127000000000001,0.07629000000000001,0.0741,0.04749,0.07616,0.07381,0.06542,0.0
237,312251,0.20065,0.21187,0.21187,0.20493999999999998,0.20389999999999997,0.19088,0.15546,0.20165,0.19956,0.17064,0.0
238,312264,0.5679,0.5391699999999999,0.56789,0.50196,0.50086,0.50611,0.38731,0.48854,0.48617,0.44921,0.0
239,312335,0.11745,0.11919,0.1032,0.10394,0.10142999999999999,0.1192,0.07763,0.10073,0.10063,0.08878,0.0
240,312382,0.03356,0.03516,0.03427,0.03515,0.026850000000000002,0.00906,0.02723,0.03343,0.00949,0.00713,0.0
241,312415,0.0936,0.15608,0.0824,0.08173,0.15607,0.08789,0.06926,0.08120000000000001,0.0811,0.07778,0.0
242,312422,0.009559999999999999,0.00779,0.00554,0.0063,0.0089,0.009559999999999999,0.00522,0.0054399999999999995,0.00534,0.00524,0.0
243,312479,0.10061,0.0729,0.09254000000000001,0.10071000000000001,0.09244000000000001,0.09548000000000001,0.05698,0.08983000000000001,0.08973,0.08851,0.0
244,312482,0.06896,0.07026,0.07036,0.06955,0.06945000000000001,0.06897,0.03853,0.06945000000000001,0.06935000000000001,0.06642,0.0
245,312526,0.19185,0.21348999999999999,0.21349,0.21256,0.20804,0.20389000000000002,0.15585,0.20597000000000001,0.20137,0.18734,0.0
246,312791,0.06067,0.07477,0.06956,0.07486,0.07368,0.06795999999999999,0.04096,0.06946,0.06935999999999999,0.06434,0.0
247,312840,0.037559999999999996,0.03793,0.03803,0.036879999999999996,0.03569,0.03585,0.02828,0.0347,0.0346,0.02843,0.0
248,313186,0.028769999999999997,0.04505,0.03712,0.03848,0.03983,0.04506,0.02192,0.03702,0.03692,0.03058,0.0
249,313321,0.03968,0.03873,0.036019999999999996,0.03977,0.034589999999999996,0.03507,0.02692,0.034589999999999996,0.03449,0.03025,0.0
250,314774,0.15211,0.1506,0.1521,0.15017,0.1518,0.12251999999999999,0.12116,0.14827,0.14606,0.11309,0.0
251,316054,0.0523,0.06969,0.06726,0.06969,0.06694,0.06879,0.03234,0.06272,0.06033,0.04913,0.0
252,316390,0.24195,0.255,0.25501,0.25042,0.24129,0.25135,0.20811,0.24347000000000002,0.24119000000000002,0.21357,0.0
253,316858,0.27679,0.28471,0.26389,0.26141,0.26638,0.28471,0.17684,0.25893,0.25376,0.23937,0.0
254,316992,0.54869,0.49052,0.5487,0.52884,0.53933,0.51714,0.44439,0.52874,0.51712,0.48226,0.0
255,317930,0.08345999999999999,0.09068999999999999,0.09079000000000001,0.08777,0.09068000000000001,0.08356000000000001,0.07726,0.08767,0.08757000000000001,0.07928,0.0
256,318962,0.00609,0.0091,0.00669,0.00669,0.03188,0.00336,0.00599,0.00659,0.00649,0.00025,0.0
257,319153,0.05568,0.04542,0.03369,0.03369,0.03966,0.05568,0.03431,0.03359,0.03349,0.027,0.0
258,320231,0.09139,0.07991999999999999,0.08153,0.08815,0.09140000000000001,0.08648,0.07049,0.07817,0.07807,0.06893,0.0
259,320867,0.35555,0.30413,0.30712,0.32521999999999995,0.31268999999999997,0.35555,0.27386,0.30701999999999996,0.30691999999999997,0.24266,0.0
260,321888,0.05271,0.037270000000000005,0.048979999999999996,0.0527,0.045149999999999996,0.050199999999999995,0.03717,0.04888,0.04505,0.03186,0.0
261,323054,0.73186,0.65271,0.60501,0.60063,0.73187,0.57613,0.49716,0.59629,0.59619,0.511,0.0
262,331512,0.39535,0.18771000000000002,0.37362999999999996,0.37362999999999996,0.39535,0.351,0.17979,0.37353,0.37343,0.30315,0.0
263,333782,0.07733999999999999,0.06543,0.06758,0.07755000000000001,0.06748000000000001,0.06738000000000001,0.05103,0.06748000000000001,0.06738000000000001,0.06728,0.0
264,362017,0.08640999999999999,0.10898999999999999,0.10561999999999999,0.10563,0.10899,0.10336999999999999,0.07161,0.10217999999999999,0.10208,0.08864,0.0
265,574291,0.11425,0.10899,0.11435000000000001,0.10599,0.10902,0.10571,0.08566,0.10589,0.10579,0.09285,0.0
266,574371,0.09159,0.08003,0.08718000000000001,0.08717,0.09159,0.08216,0.06417,0.08277,0.08267000000000001,0.07574,0.0
267,575097,0.10336,0.09586,0.06948,0.07496,0.10335,0.06087,0.07436,0.06938,0.06928000000000001,0.04834,0.0
268,575102,0.01712,0.01528,0.01721,0.010409999999999999,0.006529999999999999,0.01702,0.01518,0.006529999999999999,0.00643,0.00399,0.0
269,575116,0.12757,0.12646,0.11993,0.11748,0.12758,0.11762,0.09068,0.11738,0.11728,0.09552,0.0
270,575124,0.12733,0.10391,0.12478,0.127,0.12733,0.11535,0.0669,0.12254999999999999,0.12152,0.10814,0.0
271,580586,0.0386,0.040400000000000005,0.03252,0.0312,0.0311,0.040389999999999995,0.03248,0.0311,0.031,0.02924,0.0
272,580706,0.08164,0.08148,0.07335,0.07119,0.08173,0.07938,0.06012,0.06911,0.06901,0.06891,0.0
273,580846,0.04856,0.04203,0.044919999999999995,0.04679,0.048569999999999995,0.045799999999999993,0.02795,0.04305,0.042949999999999995,0.03396,0.0
274,581617,0.09548999999999999,0.08812,0.09076000000000001,0.09075,0.08619,0.09548,0.06155,0.08619,0.08609,0.07414,0.0
275,582240,0.05506,0.05266,0.05244,0.05244,0.05234,0.05505,0.02693,0.05234,0.05224,0.04211,0.0
276,582283,0.02942,0.01947,0.027610000000000003,0.027610000000000003,0.02751,0.029410000000000002,0.01216,0.02751,0.02741,0.02731,0.0
277,582948,0.08913,0.10062,0.09317,0.09498000000000001,0.10063000000000001,0.09093000000000001,0.05319,0.09307000000000001,0.09297000000000001,0.08704,0.0
278,583853,0.06898,0.07721,0.07021,0.07657,0.06394999999999999,0.07721,0.05877,0.06702,0.06385,0.0576,0.0
279,584493,0.10347,0.11191999999999999,0.11202000000000001,0.07927000000000001,0.07944000000000001,0.08033000000000001,0.06891,0.07627,0.07617,0.06363,0.0
280,584518,0.01533,0.0148,0.01472,0.01472,0.014620000000000001,0.01532,0.00626,0.014620000000000001,0.01452,0.01442,0.0
281,584546,0.02133,0.036919999999999994,0.035050000000000005,0.03712,0.03495,0.03692,0.02123,0.03495,0.034850000000000006,0.03475,0.0
282,585218,0.06894,0.08247,0.02843,0.0344,0.25872,0.0342,0.05385,0.028329999999999998,0.028229999999999998,0.02813,0.0
283,585579,0.13796999999999998,0.14226,0.09860000000000001,0.09245,0.09063,0.14226,0.09645,0.08981,0.08971000000000001,0.08314,0.0
284,586069,0.13401,0.12699,0.10165,0.10548,0.13401,0.11852,0.08931,0.10155,0.10145,0.08627,0.0
285,587075,0.20184000000000002,0.19975,0.17045,0.1673,0.17384,0.20183,0.14011,0.16189,0.16179,0.13555,0.0
286,589899,0.12879,0.1698,0.16190000000000002,0.16189,0.16979,0.15925,0.07769,0.15794,0.15784,0.14027,0.0
287,597892,0.10342,0.13798,0.13348,0.12569,0.12775,0.13797,0.05098,0.12559,0.12549,0.11956,0.0
288,598421,0.034280000000000005,0.02494,0.03458,0.03458,0.03448,0.03438,0.02118,0.03448,0.03438,0.03428,0.0
289,600051,0.12518,0.13045,0.1288,0.09809000000000001,0.09221,0.13045,0.10802,0.08722,0.08712,0.07613,0.0
290,600056,0.03,0.03442,0.032869999999999996,0.02987,0.029769999999999998,0.03442,0.01046,0.02844,0.02834,0.02693,0.0
291,602803,0.03763,0.09967,0.09625,0.09522,0.09967000000000001,0.09365000000000001,0.01905,0.09512000000000001,0.09399,0.09041,0.0
292,603657,0.00593,0.043340000000000004,0.04057,0.04057,0.04047,0.04335,0.00123,0.04047,0.04037,0.04027,0.0
293,603719,0.0050100000000000006,0.00687,0.00894,0.00894,0.00698,0.01081,0.00491,0.00884,0.00688,0.00492,0.0
294,603771,0.03296,0.03311,0.0318,0.03126,0.033120000000000004,0.03215,0.01825,0.02964,0.0291,0.02628,0.0
295,603843,0.09587000000000001,0.06341000000000001,0.09586,0.07239999999999999,0.06477,0.06229,0.06331,0.0723,0.06467,0.04988,0.0
296,604469,0.14855000000000002,0.12607000000000002,0.14308,0.14441,0.14855000000000002,0.14059,0.09686,0.14038,0.13904,0.13111,0.0
297,604470,0.12236,0.09747,0.12237,0.11578,0.11433,0.111,0.07362,0.11568,0.11301,0.10467,0.0
298,604655,0.0891,0.08831,0.07146999999999999,0.07486,0.0891,0.08149999999999999,0.06906,0.06912,0.06801,0.06045,0.0
299,604852,0.05183,0.05338,0.04455,0.04654,0.04644,0.05338,0.03242,0.04445,0.04435,0.04147,0.0
300,611311,0.02222,0.01744,0.08025000000000002,0.022330000000000003,0.02223,0.08119000000000001,0.01734,0.02223,0.02213,0.01734,0.0
301,611327,0.025779999999999997,0.029589999999999998,0.026229999999999996,0.026229999999999996,0.02613,0.029589999999999998,0.018,0.02613,0.026029999999999998,0.02201,0.0
302,611386,0.04222,0.03614,0.03785,0.03785,0.04231,0.04222,0.02556,0.03775,0.03765,0.03755,0.0
303,613097,0.19765,0.15491,0.19558,0.19441,0.19765,0.1853,0.09874,0.18786,0.18775999999999998,0.16471,0.0
304,613216,0.14679999999999999,0.21453,0.21462,0.20523000000000002,0.21134000000000003,0.19711,0.08361,0.20513,0.20503000000000002,0.17039,0.0
305,618014,0.01183,0.014280000000000001,0.00821,0.00821,0.08078,0.010360000000000001,0.0094,0.008110000000000001,0.00801,0.00791,0.0
306,625478,0.11648,0.11631,0.11502,0.11435,0.11646999999999999,0.09720999999999999,0.09844,0.10948999999999999,0.10876999999999999,0.08392,0.0
307,626025,0.08631,0.09875,0.09512999999999999,0.0972,0.09122999999999999,0.09874999999999999,0.05536,0.09306,0.08904,0.08338,0.0
308,628759,0.10991000000000001,0.13468,0.13302999999999998,0.13302999999999998,0.13047999999999998,0.13468,0.0882,0.13216,0.12957,0.12283,0.0
309,637887,0.00537,0.00694,0.0071400000000000005,0.00167,0.00586,0.00147,0.00496,0.00157,0.00147,0.00137,0.0
310,638428,0.06927,0.0761,0.0708,0.06998,0.07105,0.07609,0.05197,0.06912,0.06838,0.06686,0.0
311,638985,0.12016,0.13427,0.13438,0.036309999999999995,0.03621,0.044449999999999996,0.109,0.03621,0.036109999999999996,0.0324,0.0
312,644256,0.01762,0.033100000000000004,0.02336,0.03309,0.020720000000000002,0.023010000000000003,0.01752,0.02094,0.018520000000000002,0.01191,0.0
313,644298,0.09704,0.07269,0.09714,0.04582,0.04572,0.04397,0.07259,0.04364,0.04354,0.03714,0.0
314,646024,0.038400000000000004,0.04977,0.04614,0.04986,0.04604,0.02862,0.03021,0.04604,0.045939999999999995,0.02327,0.0
315,648948,0.09184999999999999,0.07848,0.04392,0.04614,0.09185,0.03569,0.05558,0.04148,0.03996,0.02861,0.0
316,649330,0.00621,0.00508,0.042,0.0063,0.05952,0.0049700000000000005,0.00498,0.006200000000000001,0.0061,0.00487,0.0
317,650229,0.17795,0.17793,0.15896,0.1628,0.16604,0.17794,0.13668,0.15703999999999999,0.1546,0.15116,0.0
318,653346,0.01664,0.01664,0.00677,0.0084,0.00831,0.01654,0.01654,0.00667,0.00657,0.00647,0.0
319,653349,0.02129,0.02012,0.02139,0.013890000000000001,0.01379,0.01779,0.0141,0.01379,0.01369,0.0119,0.0
320,653856,0.00062,0.00062,0.00082,0.00082,0.0007199999999999999,0.00062,0.00052,0.0007199999999999999,0.00062,0.00052,0.0
321,653857,0.05119,0.062329999999999997,0.062329999999999997,0.06176,0.06172,0.05994,0.04088,0.06166,0.06033,0.04992,0.0
322,653902,0.10603,0.0968,0.10008,0.10147,0.09759000000000001,0.10604,0.07446,0.09498000000000001,0.09415000000000001,0.08003,0.0
323,654466,0.096,0.1033,0.10341,0.09661,0.09314,0.08148,0.05908,0.09314,0.09304,0.07174,0.0
324,657380,0.03598,0.02935,0.02936,0.019260000000000003,0.11862,0.01906,0.01896,0.01916,0.01906,0.01896,0.0
325,657402,0.0385,0.0494,0.02445,0.023969999999999998,0.0495,0.011890000000000001,0.03198,0.02349,0.01001,0.00991,0.0
326,657601,0.05076,0.05,0.04764,0.04919,0.05075,0.0474,0.03116,0.04754,0.047439999999999996,0.04242,0.0
327,657983,0.07508000000000001,0.09931999999999999,0.09942000000000001,0.08878,0.08868000000000001,0.08744,0.03564,0.08868000000000001,0.08858,0.08268,0.0
328,661709,0.0415,0.043160000000000004,0.04335,0.04335,0.043250000000000004,0.040330000000000005,0.03592,0.043250000000000004,0.04315,0.04023,0.0
329,661733,0.05589,0.07317,0.07207,0.06961,0.06952,0.07317,0.02944,0.06716,0.06706,0.06016,0.0
330,665896,0.022510000000000002,0.0314,0.019870000000000002,0.019870000000000002,0.11324000000000001,0.02253,0.01957,0.01977,0.01967,0.01957,0.0
331,666068,0.10685,0.08435,0.07669000000000001,0.07167,0.10685,0.0762,0.0735,0.06668,0.06658,0.05858,0.0
332,670148,0.11909,0.14329,0.05781000000000001,0.01431,0.13602,0.14329,0.11369,0.01421,0.01051,0.01041,0.0
333,670155,0.06343,0.06333,0.06353,0.025429999999999998,0.022799999999999997,0.054509999999999996,0.05178,0.022799999999999997,0.022699999999999998,0.0169,0.0
334,673525,0.028450000000000003,0.01863,0.021650000000000003,0.021650000000000003,0.028560000000000002,0.02145,0.01853,0.02155,0.02145,0.02135,0.0
335,674209,0.08066,0.09713,0.01716,0.01375,0.09714,0.01359,0.06835,0.013649999999999999,0.01355,0.01005,0.0
336,674300,0.06471,0.04514,0.03899,0.02468,0.028159999999999998,0.06471,0.016,0.024579999999999998,0.024480000000000002,0.01384,0.0
337,678190,0.1684,0.12091,0.16851000000000002,0.1683,0.16820000000000002,0.16325,0.01754,0.1653,0.1652,0.15612,0.0
338,678194,0.10731,0.10623,0.0978,0.09348000000000001,0.10629,0.1073,0.06858,0.09083,0.08793,0.07503,0.0
339,680549,0.02078,0.08078,0.03457,0.03481,0.08079,0.03456,0.00881,0.03342,0.03332,0.03077,0.0
340,684570,0.13068,0.13147999999999999,0.01908,0.024460000000000003,0.13147000000000003,0.01773,0.10808,0.01643,0.01633,0.00498,0.0
341,685139,0.09074,0.08666,0.061610000000000005,0.061540000000000004,0.09074,0.058140000000000004,0.06286,0.060090000000000005,0.05922,0.05374,0.0
342,685462,0.06753,0.07599,0.009100000000000002,0.009100000000000002,0.07600000000000001,0.00042,0.05559,0.009000000000000001,0.008900000000000002,0.00032,0.0
343,687821,0.11524999999999999,0.12408,0.11847,0.11275,0.10717,0.12408,0.09343,0.10989,0.10707,0.10105,0.0
344,690196,0.07974,0.10613,0.10348,0.10293,0.10612,0.10122,0.05312,0.09995000000000001,0.09676,0.08329,0.0
345,690311,0.033080000000000005,0.03619,0.0395,0.0395,0.039400000000000004,0.033080000000000005,0.03298,0.03629,0.03619,0.03298,0.0
346,691234,0.1998,0.26356999999999997,0.20767,0.26366,0.19862,0.19591,0.13433,0.15251,0.15241,0.15089,0.0
347,691685,0.24917,0.22784,0.24899,0.19415,0.18013,0.24916,0.17325,0.17674,0.15956,0.1479,0.0
348,693427,0.18931,0.18672,0.11066,0.10924,0.18931,0.09906,0.13042,0.10704999999999999,0.10694999999999999,0.07815,0.0
349,695193,0.031439999999999996,0.02088,0.01233,0.01362,0.03145,0.01359,0.01936,0.01223,0.01213,0.00971,0.0
350,695546,0.07824,0.08484,0.0955,0.09866,0.22397,0.10361000000000001,0.04251,0.09313,0.09213,0.08079,0.0
351,695711,0.26597,0.22859000000000002,0.25933,0.2552,0.25299,0.26598,0.14898,0.25159,0.24680999999999997,0.22243,0.0
352,695743,0.05035,0.04054,0.046619999999999995,0.05055,0.042769999999999996,0.04267,0.02546,0.042769999999999996,0.04267,0.04257,0.0
353,695763,0.00314,0.0002,0.02226,0.0004,0.00030000000000000003,0.02206,0.0001,0.00030000000000000003,0.0002,0.0001,0.0
354,700018,0.0582,0.09380000000000001,0.07694999999999999,0.09198999999999999,0.0938,0.07757,0.01484,0.07685,0.07675,0.06981,0.0
355,700359,0.09865,0.08157,0.09870999999999999,0.08737,0.08506999999999999,0.09866,0.04864,0.08255,0.08245,0.07793,0.0
356,700409,0.16807,0.16995,0.16803,0.16801,0.16512,0.16995,0.109,0.16239,0.16229,0.14013,0.0
357,701567,0.030019999999999998,0.03296,0.028960000000000003,0.03316,0.02886,0.032920000000000005,0.01668,0.02886,0.02876,0.02866,0.0
358,702163,0.038720000000000004,0.01208,0.009819999999999999,0.03882,0.011619999999999998,0.0144,0.00783,0.00972,0.00962,0.00748,0.0
359,704236,0.08363,0.07332999999999999,0.08129,0.07877,0.07866000000000001,0.08363000000000001,0.0219,0.07625000000000001,0.07615000000000001,0.07605,0.0
360,707120,0.06483,0.040979999999999996,0.04276,0.03759,0.03753,0.06483,0.03634,0.03564,0.03554,0.02733,0.0
361,707131,0.06469,0.06144,0.04546,0.04546,0.04539,0.06469,0.03948,0.04291,0.042809999999999994,0.03797,0.0
362,712785,0.06526,0.05946,0.06537,0.02633,0.03443,0.06418,0.05577,0.022969999999999997,0.022869999999999998,0.0197,0.0
363,712853,0.02808,0.03075,0.0193,0.02501,0.019200000000000002,0.03075,0.01562,0.01748,0.01738,0.01728,0.0
364,716261,0.06526,0.053989999999999996,0.06534999999999999,0.06257,0.059789999999999996,0.04312,0.03006,0.059789999999999996,0.05968999999999999,0.03976,0.0
365,717931,0.09908,0.11132,0.10882,0.10880999999999999,0.11132,0.0887,0.0825,0.10608,0.10321999999999999,0.0886,0.0
366,718466,0.03554,0.037790000000000004,0.03596,0.037399999999999996,0.03778,0.03744,0.02553,0.034999999999999996,0.0349,0.03231,0.0
367,718542,0.131,0.12821,0.11243,0.10994999999999999,0.11767999999999999,0.131,0.11551,0.10985,0.10975,0.10965,0.0
368,718587,0.039599999999999996,0.02713,0.0397,0.03769,0.037590000000000005,0.03595,0.02163,0.037590000000000005,0.03749,0.03355,0.0
369,721530,0.10096000000000001,0.10208,0.09999,0.10207,0.10081999999999999,0.09691,0.07537,0.09988999999999999,0.09817999999999999,0.08155,0.0
370,721839,0.11966,0.14143,0.11505,0.11685000000000001,0.11499000000000001,0.14143,0.08966,0.11495000000000001,0.11307,0.1082,0.0
371,726015,0.057319999999999996,0.05378,0.05752,0.044340000000000004,0.04741,0.04414,0.04754,0.0412,0.041100000000000005,0.041,0.0
372,726457,0.04214999999999999,0.05399999999999999,0.05178,0.054110000000000005,0.052790000000000004,0.05365,0.03559,0.051680000000000004,0.05158,0.04932,0.0
373,726596,0.05206,0.06162000000000001,0.06182,0.0581,0.057999999999999996,0.0579,0.0273,0.057999999999999996,0.0579,0.0578,0.0
374,726827,0.047159999999999994,0.05295999999999999,0.03092,0.03247,0.05296,0.03535,0.04409,0.03082,0.02999,0.02767,0.0
375,729125,0.11583,0.10403000000000001,0.10854,0.10495,0.11582,0.09625,0.07312,0.10485,0.10475,0.08921,0.0
376,731121,0.02387,0.03931,0.03099,0.02697,0.02406,0.03931,0.01893,0.02687,0.02238,0.02228,0.0
377,732092,0.15321,0.14125,0.13682,0.13682,0.14302,0.1532,0.08186,0.13672,0.13662000000000002,0.13189,0.0
378,736823,0.22761,0.11155999999999999,0.2273,0.22761,0.22485000000000002,0.21075000000000002,0.07293,0.22076,0.21864,0.19559,0.0
379,738094,0.05577,0.05047,0.04948,0.05588,0.053610000000000005,0.05337,0.03294,0.04938,0.049280000000000004,0.04261,0.0
380,739516,0.002,0.002,0.004,0.004,0.003,0.002,0.001,0.003,0.002,0.001,0.0
381,739670,0.04109,0.06028,0.022510000000000002,0.057830000000000006,0.06028,0.02017,0.02935,0.02241,0.02231,0.02007,0.0
382,739677,0.0185,0.01849,0.046259999999999996,0.02432,0.02042,0.04708,0.01265,0.02042,0.02032,0.01264,0.0
383,739678,0.09395,0.08548,0.09064,0.09406,0.09054,0.09029,0.06897,0.09054,0.09044,0.08684,0.0
384,741327,0.10701,0.10693,0.10117999999999999,0.10117999999999999,0.10701,0.09978,0.07815,0.10107999999999999,0.10097999999999999,0.08668,0.0
385,741693,0.11265,0.12547,0.11316999999999999,0.11316999999999999,0.11529999999999999,0.12547999999999998,0.07905,0.11306999999999999,0.11069999999999999,0.09745,0.0
386,744619,0.17540999999999998,0.22832999999999998,0.22091,0.22834000000000002,0.20889000000000002,0.22235,0.12613,0.20589000000000002,0.20120000000000002,0.18329,0.0
387,745941,0.05857,0.048889999999999996,0.04117,0.043660000000000004,0.05858,0.04193,0.04083,0.04107,0.04097,0.0313,0.0
388,746262,0.12522,0.13708,0.13727,0.13727,0.13717,0.13707999999999998,0.07663,0.13717,0.13707,0.12904,0.0
389,746321,0.02137,0.01171,0.018439999999999998,0.018439999999999998,0.06573999999999999,0.01486,0.01161,0.018340000000000002,0.01824,0.01163,0.0
390,746367,0.5207200000000001,0.47727,0.5208200000000001,0.5101,0.50998,0.47881,0.41243,0.50304,0.5029399999999999,0.41407,0.0
391,750052,0.08283,0.0859,0.07969,0.08591,0.07336,0.07591,0.05761,0.07959,0.07325999999999999,0.0615,0.0
392,751685,0.029970000000000004,0.08803000000000001,0.020390000000000002,0.0216,0.03338,0.02339,0.01785,0.020290000000000002,0.02019,0.01785,0.0
393,751692,0.09151000000000001,0.09143000000000001,0.06342,0.09152,0.06456,0.052000000000000005,0.0671,0.06143,0.053040000000000004,0.04304,0.0
394,751964,0.09373999999999999,0.09512,0.0852,0.08282,0.07983,0.09512,0.07199,0.07758,0.07748,0.06622,0.0
395,752457,0.52562,0.5251399999999999,0.52582,0.44018999999999997,0.45056999999999997,0.48335,0.42456,0.43334999999999996,0.43324999999999997,0.43315,0.0
396,753353,0.04421,0.05974,0.05867,0.059829999999999994,0.05838,0.05821,0.03939,0.05577,0.05567,0.04649,0.0
397,754321,0.4454,0.42710000000000004,0.38481000000000004,0.36833000000000005,0.44541000000000003,0.34295000000000003,0.36874,0.36201000000000005,0.35755000000000003,0.32851,0.0
398,755059,0.19687,0.21943000000000001,0.20881,0.20096,0.20871,0.21942,0.15578,0.20086,0.20076,0.20066,0.0
399,757883,0.06934,0.08335,0.04506,0.04075,0.08345,0.048909999999999995,0.05291,0.04065,0.03375,0.03365,0.0
400,757940,0.0488,0.06507,0.05679,0.05421,0.06068,0.06507,0.0487,0.054110000000000005,0.05401,0.04515,0.0
401,767998,0.10059000000000001,0.07923000000000001,0.10069,0.07869999999999999,0.07563,0.07751,0.06571,0.07563,0.07553,0.07028,0.0
402,768973,0.08763,0.07183,0.07377,0.07575,0.07366,0.08763,0.04821,0.07179,0.07169,0.07159,0.0
403,769904,0.011399999999999999,0.01976,0.01161,0.01161,0.01422,0.0547,0.0113,0.011510000000000001,0.01141,0.01131,0.0
404,771400,0.09514,0.13721,0.02941,0.02941,0.043609999999999996,0.13721,0.08326,0.02931,0.02921,0.02361,0.0
405,771980,0.04064,0.045160000000000006,0.042730000000000004,0.03828,0.16678,0.04323,0.03264,0.03818,0.03808,0.03263,0.0
406,773891,0.16702,0.20992,0.20991,0.20553000000000002,0.20537000000000002,0.20621,0.09783,0.20543,0.20316,0.18743,0.0
407,773920,0.34431,0.37603,0.31275,0.32764,0.37603,0.34360999999999997,0.26087,0.31265,0.30934,0.29145,0.0
408,775374,0.03007,0.024909999999999998,0.03027,0.00769,0.0075899999999999995,0.030010000000000002,0.02481,0.0075899999999999995,0.00749,0.00739,0.0
409,775698,0.03929,0.025959999999999997,0.03714,0.03714,0.03704,0.03929,0.0162,0.03704,0.03694,0.03684,0.0
410,776895,0.07987,0.09146,0.06576,0.06576,0.09156,0.06556000000000001,0.07977,0.06566000000000001,0.06556000000000001,0.06546,0.0
